location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/B/B_AssignAmbientInfos_Bau_9.d:110,Lefty schickt mich. Ich hab Wasser für dich.,雷夫帝派我来的。我给你带了一些水。,,,Info_Bau_9_Wasser.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Bau_9.d:124,Lefty schickt mich. Ich hab' Wasser für dich.,雷夫帝派我来的。我给你带了一些水。,,,Info_Bau_9_Wasser_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Bau_9.d:136,"Danke, Mann! Ich war schon kurz davor, den Schlamm zu saufen.",谢谢你！很少时间以来我一直喝脏水。,,,Info_Bau_9_Wasser_09_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Bau_9.d:148,Du hast nichts mehr. Ich hol' mir von den anderen was.,你已经喝完了。我要拿些给其他人。,,,Info_Bau_9_Wasser_NOWATER_09_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:37,Ich will Gardist werden.,我想加入守卫。,,,Info_grd_13_EinerVonEuchWerden.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:53,Ich will Gardist werden.,我想加入守卫。,,,Info_grd_13_EinerVonEuchWerden_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:54,"Da hast du aber noch einiges vor dir, Junge!",那么你前方还有很长一段路，年轻人！,,,Info_grd_13_EinerVonEuchWerden_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:66,Wer hat hier das Sagen?,谁在这里管事？,,,Info_grd_13_WichtigePersonen.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:76,Wer hat hier das Sagen?,谁在这里管事？,,,Info_grd_13_WichtigePersonen_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:77,"Ich hab hier das Sagen. Und ich sage: Sei vorsichtig, was du sagst, Junge!",我。我告诉你：你最好小心自己说的话，年轻人！,,,Info_grd_13_WichtigePersonen_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:89,Wie komme ich in die Burg?,我怎样才能进入城堡？,,,Info_grd_13_DasLager.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:102,Wie komme ich in die Burg?,我怎样才能进入城堡？,,,Info_grd_13_DasLager_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:103,Gar nicht. Nur Gomez' Leute kommen in die Burg.,你不能进去。只有葛梅兹的人才能进去。,,,Info_grd_13_DasLager_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:105,Verstehe.,明白。,,,Info_grd_13_DasLager.Info_grd_13_DasLager_Verstehe,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:106,Und wenn ich die Wachen besteche?,行贿卫兵会怎么样？,,,Info_grd_13_DasLager.Info_grd_13_DasLager_WachenBestechen,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:107,Und wenn ich mit Gomez sprechen will?,怎样才能和葛梅兹说话？,,,Info_grd_13_DasLager.Info_grd_13_DasLager_GomezSprechen,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:112,Verstehe.,明白。,,,Info_grd_13_DasLager_Verstehe_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:118,Und wenn ich die Wachen besteche?,行贿卫兵会怎么样？,,,Info_grd_13_DasLager_WachenBestechen_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:119,"Ganz schön dreist, Kleiner. Schätze für die richtige Menge Erz könntest du sie überzeugen, mal wegzusehen.",有胆量，孩子。我猜如果你能给他们足够的矿石，或许他们能给你另指一条路。,,,Info_grd_13_DasLager_WachenBestechen_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:120,"Aber wenn Gomez erfährt, dass sie einen Frischling einfach so in seine Burg gelassen haben, lässt er sie in den Kerker werfen.",但是，如果葛梅兹听说了他们让像你这样的生人进入城堡，他就会把他们投入地牢。,,,Info_grd_13_DasLager_WachenBestechen_13_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:121,Das steigert natürlich den Preis.,当然，危险大会使其更有神秘感。,,,Info_grd_13_DasLager_WachenBestechen_13_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:122,"Aber selbst wenn du reinkommst, was würdest du drinnen machen? Alle Gebäude sind streng bewacht.",但是，即使你进去了，你会在那儿做什么呢？所在的建筑都有重兵把守。,,,Info_grd_13_DasLager_WachenBestechen_13_04,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:123,Ich war nur neugierig.,我只是好奇罢了。,,,Info_grd_13_DasLager_WachenBestechen_15_05,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:128,Und wenn ich mit Gomez sprechen will?,怎样才能和葛梅兹说话？,,,Info_grd_13_DasLager_GomezSprechen_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:129,"Gomez hat kein Interesse an dahergelaufenen Neuen, die sich noch nicht bewährt haben.",葛梅兹对生人不感兴趣，不会去考验他们的价值。,,,Info_grd_13_DasLager_GomezSprechen_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:130,"Rede mit Thorus, wenn es dir ernst ist.",如果你是认真的，那么你可以和索拉斯商谈。,,,Info_grd_13_DasLager_GomezSprechen_13_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:145,Wie läuft's?,怎么样了？,,,Info_grd_13_DieLage.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:159,Wie läuft's?,怎么样了？,,,Info_grd_13_DieLage_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:160,Ruhig. Ab und zu gibt's Scherereien mit dem Neuen Lager oder ein paar von den Sektenspinnern.,很安静。在新营地，你偶尔会听到几个学派疯子争吵。,,,Info_grd_13_DieLage_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_13.d:161,"Solange du noch neu bist, hast du kein Problem damit, aber wenn du dich erst mal für ein Lager entschieden hast, steckst du mittendrin - wie wir alle.",只要你是新人，就没什么问题。但一旦你决定加入哪一个营地，你就会深深地陷进去了。,,,Info_grd_13_DieLage_13_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:37,Ich will Gardist werden.,你需要额外的人吗？,,,Info_Grd_6_EinerVonEuchWerden.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:53,Könnt ihr noch einen guten Mann brauchen?,你需要额外的人吗？,,,Info_Grd_6_EinerVonEuchWerden_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:54,"Frischling, was? Wenn du ein Lager suchst, das dich aufnimmt, probier's doch bei den Sektenspinnern, die nehmen jeden.",你肯定是一个新人吧？如果你在寻找要加入的营地，可以问那些学派疯子，他们不挑剔雇用人。,,,Info_Grd_6_EinerVonEuchWerden_06_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:55,"Bei uns wird nicht jeder genommen, es sei denn, du willst in der alten Mine buddeln gehen!",我们不接受任何人，除非你想在旧营地里挖土！,,,Info_Grd_6_EinerVonEuchWerden_06_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:67,Wer hat hier das Sagen?,谁在这里管事？,,,Info_Grd_6_WichtigePersonen.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:77,Wer hat hier das Sagen?,谁在这里管事？,,,Info_Grd_6_WichtigePersonen_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:78,Thorus kümmert sich drum das alles läuft. Er ist direkt von Gomez beauftragt.,索拉斯是确定事情的一个人。他的权力在葛梅兹的控制下。,,,Info_Grd_6_WichtigePersonen_06_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:92,Ich bin neu hier. Was läuft denn so?,我刚来这里，情况怎么样？,,,Info_Grd_6_DasLager.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:107,Ich bin neu hier.,我刚来这儿。,,,Info_Grd_6_DasLager_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:108,Sehe ich.,我明白。,,,Info_Grd_6_DasLager_06_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:109,Was läuft denn so?,情况如何？,,,Info_Grd_6_DasLager_15_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:110,Wer hier Ärger macht bekommt was aufs Maul.,如果你在这儿惹麻烦，就会受到惩罚。,,,Info_Grd_6_DasLager_06_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:112,Verstehe.,明白。,,,Info_Grd_6_DasLager.Info_Grd_6_DasLager_Verstehe,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:113,Was verstehst du unter Ärger?,什么麻烦？,,,Info_Grd_6_DasLager.Info_Grd_6_DasLager_WasIstAerger,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:118,Verstehe.,明白。,,,Info_Grd_6_DasLager_Verstehe_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:124,Was verstehst du unter Ärger?,什么麻烦？,,,Info_Grd_6_DasLager_WasIstAerger_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:125,"Die meisten Buddler bezahlen uns, damit wir sie beschützen.",许多采矿工付款给我们以求保护。,,,Info_Grd_6_DasLager_WasIstAerger_06_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:126,"Wenn du dich mit einem von ihnen anlegst, lernst du uns kennen.",如果你碰他们，我们就会处置你。,,,Info_Grd_6_DasLager_WasIstAerger_06_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:127,Erwische ich dich beim rumstöbern in fremden Hütten ...,如果你在其他人的屋子里到处翻东西被我抓住．．．,,,Info_Grd_6_DasLager_WasIstAerger_06_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:128,"Schon gut, ich hab's verstanden.",好吧，好吧，我了解了。,,,Info_Grd_6_DasLager_WasIstAerger_15_04,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:141,Wie sieht's aus?,怎么样了？,,,Info_Grd_6_DieLage.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:151,Wie sieht's aus?,怎么样了？,,,Info_Grd_6_DieLage_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_6.d:152,Willst du Ärger machen?,你有问题吗？,,,Info_Grd_6_DieLage_06_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:37,"Was muß ich tun, um bei Gomez' Gardisten aufgenommen zu werden?",我必须怎样做才能成为葛梅兹的一员守卫？,,,Info_grd_7_EinerVonEuchWerden.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:53,"Was muss ich tun, um bei Gomez' Gardisten aufgenommen zu werden?",我必须怎样做才能成为葛梅兹的一员守卫？,,,Info_grd_7_EinerVonEuchWerden_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:54,"Du?! Du machst mir Spaß. Kommst hier rein und willst direkt ganz nach oben, was?",你？！开玩笑。你想，你既然能大摇大摆地进来，直接问顶层人士能有什么问题？,,,Info_grd_7_EinerVonEuchWerden_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:55,Gomez macht nur die Besten seiner Leute zu Gardisten.,葛梅兹只许最好的人当守卫。,,,Info_grd_7_EinerVonEuchWerden_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:56,"Du wirst wie alle anderen anfangen müssen, und deine Loyalität als Schatten unter Beweis stellen.",你必须像其他人一样努力工作往上爬，证明你像巡逻兵一样忠诚。,,,Info_grd_7_EinerVonEuchWerden_07_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:68,Wer hat hier das Sagen?,谁在这里管事？,,,Info_grd_7_WichtigePersonen.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:81,Wer hat hier das Sagen?,谁在这里管事？,,,Info_grd_7_WichtigePersonen_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:82,"Thorus kontrolliert alles, was im Lager läuft. Diego ist seine rechte Hand.",索拉斯控制着营地里所有的事情。迪哥是他的副官。,,,Info_grd_7_WichtigePersonen_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:83,"Wenn du hier aufgenommen werden willst, sind das die Leute, mit denen du reden musst.",如果你想到什么地方去，你就必须和他们交谈。,,,Info_grd_7_WichtigePersonen_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:99,Arbeiten alle Leute hier für die Erzbarone?,这儿都是葛梅兹的人吗？,,,Info_grd_7_DasLager.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:112,Arbeiten alle Leute hier für Gomez?,这儿都是葛梅兹的人吗？,,,Info_grd_7_DasLager_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:113,Nein. Die meisten hier sind einfache Buddler.,是的。大多数人只是普通的采矿工。,,,Info_grd_7_DasLager_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:114,Nur wir Gardisten und die Schatten sind Gomez' Leute.,只有我们守卫和巡逻兵才会和葛梅兹在一起。,,,Info_grd_7_DasLager_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:117,Was tun die Gardisten?,卫兵做什么？,,,Info_grd_7_DasLager.Info_grd_7_DasLager_Gardisten,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:118,Was ist die Aufgabe der Schatten?,巡逻兵做什么？,,,Info_grd_7_DasLager.Info_grd_7_DasLager_Schatten,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:119,Wofür sind die Buddler da?,采矿工做什么？,,,Info_grd_7_DasLager.Info_grd_7_DasLager_Buddler,Info_AddChoice,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:129,Was tun die Gardisten?,卫兵做什么？,,,Info_grd_7_DasLager_WasIstAerger_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:130,Wir bewachen das Lager und beschützen die Buddler.,我们守护营地，保护采矿工。,,,Info_grd_7_DasLager_WasIstAerger_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:131,"Mit Sold, den Gomez uns zahlt und dem Schutzgeld, das wir von den Buddlern bekommen, kann man seine Zeit ganz gut rumkriegen.",葛梅兹给我们付工资，采矿工则付给我们保护费。这是一项很有利的差事。,,,Info_grd_7_DasLager_WasIstAerger_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:136,Was ist die Aufgabe der Schatten?,巡逻兵做什么？,,,Info_grd_7_DasLager_Schatten_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:137,"Die Schatten sorgen dafür, dass Gomez' Befehle ausgeführt werden.",巡逻兵负责监督大家对葛梅兹命令的执行。,,,Info_grd_7_DasLager_Schatten_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:138,"Die meisten von ihnen sind Speichellecker, die sich hocharbeiten wollen, aber wenn du hier was werden willst, ist das der einzige Weg.",大多数人只是一般的马屁精，以其工作为由往上爬。如果你想四处转转，那就是一条很好的途径。,,,Info_grd_7_DasLager_Schatten_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:139,"Wenn du lange genug deine Aufgaben erledigt hast, ohne zu versagen, kannst du einer von uns werden.",如果你做杂事一直没有失误，你就可以成为加入我们。,,,Info_grd_7_DasLager_Schatten_07_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:140,"Wenn du erst zu Gomez' Leuten gehörst, kann dir niemand in der ganzen Kolonie mehr was anhaben, Kleiner!",一旦你和葛梅兹在一起，在整个殖民地里就没人再会摆布你了，年轻人！,,,Info_grd_7_DasLager_Schatten_07_04,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:145,Wofür sind die Buddler da?,采矿工做什么？,,,Info_grd_7_DasLager_Buddler_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:146,Gute Frage! Die Dreckfresser sollten wir eigentlich gar nicht aus der Mine rauslassen.,它是一个很好的问题！我们确实不应该让这些泥猴子走出矿坑。,,,Info_grd_7_DasLager_Buddler_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:147,"Wenn sie 'ne Zeit lang in der Mine waren, kommen sie her, um ihren Anteil auszugeben.",当他们在矿里工作了一段时间后，他们就会到这儿花掉其战利品。,,,Info_grd_7_DasLager_Buddler_07_02,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:148,"Wenn alles verprasst ist, geht's wieder ab in die Mine. Die meisten hier leben so.",一旦他们浪费了许多，他们就会返回矿里。那就是许多人在这儿做的事。,,,Info_grd_7_DasLager_Buddler_07_03,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:149,"Du siehst aus, als wenn du mehr draufhättest, als nur ne Hacke zu schwingen. Du solltest mit Thorus reden, wenn du's nicht schon getan hast.",看起来你已经停止挥镐了。如果你还没有的话，你应该和索拉斯商谈一下。,,,Info_grd_7_DasLager_Buddler_07_04,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:163,Wie steht's?,怎么样了？,,,Info_grd_7_DieLage.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:176,Wie steht's?,怎么样了？,,,Info_grd_7_DieLage_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Grd_7.d:177,"Für dich? Solange du keinem Lager angehörst, nimmt dich hier keiner ernst, Kleiner!",你的意思是指你吗？在你决定加入营地前，没有人会认真地接受你，年轻人！,,,Info_grd_7_DieLage_07_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Mine_Grd_13.d:37,Was läuft in der Mine?,矿里的情况如何？,,,Info_Mine_Grd_13_Mine.description,,
Scripts/content/Story/B/B_AssignAmbientInfos_Mine_Grd_13.d:50,Was läuft in der Mine?,矿里的情况如何？,,,Info_Mine_Grd_13_Mine_15_00,,
Scripts/content/Story/B/B_AssignAmbientInfos_Mine_Grd_13.d:51,"Die Mine ist das Herz des Alten Lagers. Ohne Mine kein Erz, ohne Erz keine Waren. Alles klar?",矿坑是旧营地的心脏。没有矿坑就没有矿石。没有矿石就没有货物。明白？,,,Info_Mine_Grd_13_Mine_13_01,,
Scripts/content/Story/B/B_AssignAmbientInfos_Mine_Grd_13.d:63,Wer hat hier das Sagen?,谁在这里管事？,,,Info_Mine_Grd_13_WichtigePersonen.description,,
