Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:87,"Bestimmt ein kostbares Stück ... Gut, du kannst zu ihm.",很宝贵．．．好，你可以见他了。,,,DIA_Roscoe_Mordrag_10_07,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:100,Ich will mich eurer Bande anschließen.,我想加入你们。,,,DIA_Roscoe_WannaJoin.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:116,Ich will mich eurer Bande anschließen.,我想加入你们。,,,DIA_Roscoe_WannaJoin_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:117,"Das wollen viele. Du musst schon mit mehr kommen, wenn du durch diese Tür gehen willst.",许多人想加入我们。如果你想穿过这个大门，你必须出个好价钱。,,,DIA_Roscoe_WannaJoin_10_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:145,Du schon wieder.,又是你。,,,DIA_Roscoe_ComeAgain_10_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:182,Wo soll's denn hingehen?,你想去哪里？,,,Info_Roscoe_FirstWarn_Info_10_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:183,Ich will zu Lares.,我想去见赖理斯。,,,Info_Roscoe_FirstWarn_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:184,Lares ist hier - aber ohne guten Grund wirst du ihn nicht stören.,赖理斯在这儿。但是你需要有一个打扰他的充分理由。,,,Info_Roscoe_FirstWarn_Info_10_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_840_Roscoe.d:217,Du hörst wohl schlecht.,你聋了吗？,,,Info_Roscoe_LastWarn_10_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:33,Wer bist du?,你是谁？,,,DIA_Wolf_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:43,Wer bist du?,你是谁？,,,DIA_Wolf_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:44,"Ich bin Wolf, der Rüstungsbauer.",我是一个狼，我做一身盔甲。,,,DIA_Wolf_Hello_09_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:71,"Hey! Du bist jetzt einer von uns, Kleiner.",嘿！现在你是我们的人了。,,,DIA_Wolf_GreetORG_09_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:95,Handelst du noch mit was anderem?,你有其他的货吗？,,,Org_855_Wolf_TRADE_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:96,"Ich kaufe Felle und Häute von den Jägern. Wenn du an so was rankommst, kauf' ich dir die Sachen ab.",我买了猎人的一些毛皮。如果你有这样的东西，我会买下的。,,,Org_855_Wolf_TRADE_09_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:109,Wie komme ich an Felle und Häute?,我怎样能得到毛皮？,,,Org_855_Wolf_WhereHunter.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:119,Wie komme ich an Felle und Häute?,我怎样能得到毛皮？,,,Org_855_Wolf_WhereHunter_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:120,"Auf dem Weg zum Neuen Lager findest du Aidan. Er kann dir beibringen, wie du Tieren das Fell abziehst.",在去新营地的路上，你会遇到艾登。他能教你怎样得到动物的毛皮。,,,Org_855_Wolf_WhereHunter_09_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:121,"Ratford und Drax treiben sich nördlich vom Alten Lager rum, auf dem Weg zum Austauschplatz.",瑞特福特以及得瑞克在旧营地的北部附近。那是去贸易广场的路。,,,Org_855_Wolf_WhereHunter_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:134,Ich suche eine bessere Rüstung.,我在找好点的盔甲。,,,DIA_Wolf_SellArmor.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:148,Ich suche eine bessere Rüstung.,我在找好点的盔甲。,,,DIA_Wolf_SellArmor_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:152,"Jetzt, wo du einer von uns bist, kann ich dir eine verkaufen.",既然你现在是我们中的一员，我就能够卖给你一件。,,,DIA_Wolf_SellArmor_09_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:161,"Ich kann dir keine verkaufen. Lares reißt mir den Kopf ab, wenn ich unsere Rüstungen an Fremde verkaufe.",我不能卖给你。若我把东西卖给陌生人，拉得瑞克就会杀了我。,,,DIA_Wolf_SellArmor_WRONGGUILD_09_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:172,Ich möchte die mittlere Rüstung haben.,我想要一般的盔甲。,,,DIA_Wolf_SellArmor_M_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:176,Ohne Erz gibt es auch keine Rüstung.,没有矿石就没有盔甲。,,,DIA_Wolf_SellArmor_M_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:180,"Eine gute Rüstung.Noch nicht so gut, wie das, was ich trage, aber sie bietet ausreichend Schutz.",它是好盔甲。虽然没有我穿得好，但是它足以能好好地保护你了。,,,DIA_Wolf_SellArmor_M_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:194,Kannst du mir eine schwere Rüstung verkaufen?,你可以卖给我重盔甲吗？,,,DIA_Wolf_SellArmor_H_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:198,Ohne Erz gibt es auch keine Rüstung.,没有矿石就没有盔甲。,,,DIA_Wolf_SellArmor_H_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:202,Diese Rüstung wird dich vor allen Gefahren schützen! Ich trage sie auch und habe bisher überlebt. Nicht zuletzt dank der Rüstung.,这种盔甲会保护你免遭任何伤害！我自己都穿着它，迄今为止我一直活着。至少应该感谢它了。,,,DIA_Wolf_SellArmor_H_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:223,Ich möchte den richtigen Umgang mit dem Bogen lernen,我想学会怎样使用一把弓。,,,ORG_855_Wolf_TRAINOFFER.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:236,Ich möchte den richtigen Umgang mit dem Bogen lernen.,我想学会怎样使用一把弓。,,,ORG_855_Wolf_TRAINOFFER_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:237,"Kann ich dir beibringen. Das ist aber keine Gefälligkeit, denn auch ich muss essen.",我能教你。但是我不是做好事。毕竟我也必须得吃饭。,,,ORG_855_Wolf_TRAINOFFER_Info_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:238,Wie viel?,多少？,,,ORG_855_Wolf_TRAINOFFER_Info_15_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:239,"Alles, was ich dir beibringe, kostet dich 50 Erz. Ich feilsche nicht.",我教给你的任何事都会花掉你５０个矿石。不讨价！,,,ORG_855_Wolf_TRAINOFFER_Info_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:268,Bring mir den Umgang mit dem Bogen bei.,教给我怎样使用一把弓。,,,ORG_855_Wolf_TRAIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:273,"Deine Geschicklichkeit ist das Maß für einen Treffer. Je geschickter du wirst, umso genauer werden deine Pfeile ihr Ziel treffen.",命中率信赖于你的敏捷度。只有你的敏捷度提高了，箭的准确度才能越高。,,,ORG_855_Wolf_TRAIN_Info_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:274,"Dein Talent bestimmt, auf welche Reichweite du dein Ziel noch triffst. Um ein guter Schütze zu werden, solltest du beides zu gleichen Teilen steigern.",你的技能决定着你能命中目标的距离。要成为一个神射手，你应该全面提高。,,,ORG_855_Wolf_TRAIN_Info_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:303,Ich will mein Talent mit dem Bogen verbessern.,我想提高使用弓的技能。,,,ORG_855_Wolf_TRAINAGAIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:308,Du bist jetzt schon ein guter Jäger. Erfahre nun das letzte Wissen.,你已经是一名神射手了。现在应该学习其余的知识了。,,,ORG_855_Wolf_TRAINAGAIN_Info_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:309,"Um ein Meisterschütze zu werden, musst du aufhören, einer sein zu wollen.",要成为一名神射手，你必须尽量向这方面努力。,,,ORG_855_Wolf_TRAINAGAIN_Info_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:310,"Erkenne das Gesetz von Auge, Spannkraft, Flugbahn und Ziel. Sei immer auf der Hut, sei immer bereit.",要摸清瞄准、拉紧、轨道和目标的规律。要一直小心戒备。,,,ORG_855_Wolf_TRAINAGAIN_Info_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:311,Die Technik beherrschst du schon lange zur Genüge. Geh einfach hin und wende dein Wissen und Können an.,现在你的技巧掌握得已经很熟练了。去应用你的知识和技能吧。,,,ORG_855_Wolf_TRAINAGAIN_Info_09_05,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:328,Kannst du mir was beibringen?,你能教我吗？,,,ORG_855_Wolf_Teach.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:341,Kannst du mir was beibringen?,你能教我吗？,,,ORG_855_Wolf_Teach_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:342,Deine Geschicklichkeit bestimmt den Jagderfolg.,你的敏捷度是决定你打猎成功的重要因素。,,,ORG_855_Wolf_Teach_09_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:397,"Gorn sagt, du wolltest dringend mit mir sprechen?",宫尔说你有紧急事想和我说？,,,Info_Wolf_GOOD.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:410,"Gorn sagt, du wolltest dringend mit mir sprechen?",宫尔 说你非常想与我谈谈．．．,,,Info_Wolf_GOOD_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:411,"Gut, dass du vorher noch vorbeikommst!",很高兴，你在离开前停了下来！,,,Info_Wolf_GOOD_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:414,Vor was?,我去哪儿前？,,,Info_Wolf_GOOD_15_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:415,Vor eurem Besuch in der nicht mehr ganz so Freien Mine.,在你出发拜访不再自由的自由矿坑之前。,,,Info_Wolf_GOOD_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:428,Worum geht es?,发生什么事了？,,,Info_Wolf_SPEAK.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:441,Worum geht es?,发生什么事了？,,,Info_Wolf_SPEAK_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:442,"Ich hatte neulich eine Idee, wie wir völlig neue Rüstungen herstellen können.",我有一个主意，能制造出一种全新式的盔甲。,,,Info_Wolf_SPEAK_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:443,"Aha, und wie?",噢，怎样制造呢？,,,Info_Wolf_SPEAK_15_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:444,"Das härteste Material, dass ich kenne, sind die Panzerplatten der Minecrawler.",据我所知，矿坑爬行者盔甲的鳞片是最坚硬的原料。,,,Info_Wolf_SPEAK_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:445,"Nicht etwa die der kleinen, harmlosen Exemplare aus der jetzt verschütteten Mine von Gomez ...",我不是指那些在葛梅兹的矿坑里发现的那些既小，又无害的动物．．．,,,Info_Wolf_SPEAK_09_05,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:446,...NEEEEIN. Die nicht. In unserer Mine lebt eine wesentlich gefährlichere Unterart.,．．．不，不是它们。在我们的矿坑里有一种更危险的。,,,Info_Wolf_SPEAK_09_06,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:447,Der Panzer dieser Biester ist fast nicht zu durchdringen!,这些动物的盔甲几乎是坚不可破！,,,Info_Wolf_SPEAK_09_07,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:448,"Wenn du mir einige dieser Panzerplatten bringen könntest, würde ich versuchen, daraus eine Rüstung herzustellen.",如果你带些盔甲材料来，我就用它们来试着做一套。,,,Info_Wolf_SPEAK_09_08,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:460,Wie bekomme ich diese Platten von den Biestern ab?,我怎样能取下那些动物们的鳞片呢？,,,Info_Wolf_SKIN.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:473,Wie bekomme ich diese Platten von den Biestern ab?,我怎样能取下那些动物们的鳞片呢？,,,Info_Wolf_SKIN_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:474,Das ist relativ einfach. Die Rückenplatten sind nur an deren Rändern mit dem Körper verwachsen.,十分简单。后面的鳞片只是沿着它的四周，插入到它的身体中了。,,,Info_Wolf_SKIN_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:475,Nimm einfach ein Rasiermesser und schneide halbschräg an den Rändern entlang.,只要用一把小刀，就能沿着那些线把它们拔起来。,,,Info_Wolf_SKIN_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:476,"Okay, kapiert! Mal sehen, ob ich solche Panzerplatten finden kann.",好，我知道了！我要看看，是否能找到那些鳞片。,,,Info_Wolf_SKIN_15_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:500,Und diese Information gibst du mir völlig uneigennützig?,你告诉我，你自己不想得到什么吗？,,,Info_Wolf_PROFIT.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:513,Und diese Information gibst du mir völlig uneigennützig?,你告诉我，你自己不想得到什么吗？,,,Info_Wolf_PROFIT_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:514,"Nicht ganz ... Wenn es mir gelingt, aus solchen Platten eine gute Rüstung zu zimmern, werde ich sehr schnell ... sehr viel ... Ach, lassen wird das!",不．．．如果我打算用那些鳞片做一副好盔甲，我会．．．非常快．．．非常多．．．噢，不用管了！,,,Info_Wolf_PROFIT_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:526,Ich habe einige der Minecrawler-Panzerplatten eingesammelt!,我已经收集了一些那些矿坑爬行者的盔甲鳞片！,,,Info_Wolf_MCPLATESFEW.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:541,Ich habe einige der Minecrawler-Panzerplatten eingesammelt!,我已经收集了一些那些矿坑爬行者的盔甲鳞片！,,,Info_Wolf_MCPLATESFEW_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:542,Zu wenig! Das reicht nicht für eine ganze Rüstung!,不够！对一整件盔甲来说，那是不够的！,,,Info_Wolf_MCPLATESFEW_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:543,Bring mir mehr von diesen Platten!,再多带一些盔甲鳞片给我！,,,Info_Wolf_MCPLATESFEW_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:555,Ich habe jede Menge dieser Minecrawler-Panzerplatten eingesammelt!,我收集到了许多矿坑爬行者的盔甲鳞片！,,,Info_Wolf_MCPLATESENOUGH.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:569,Ich habe jede Menge dieser Minecrawler-Panzerplatten eingesammelt!,我收集到了许多矿坑爬行者的盔甲鳞片！,,,Info_Wolf_MCPLATESENOUGH_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:570,Fantastisch!!! Ich werde mich gleich an die Arbeit machen!,太棒了！我马上开始做！,,,Info_Wolf_MCPLATESENOUGH_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:571,Wie lange wirst du dafür brauchen?,那要用多长时间？,,,Info_Wolf_MCPLATESENOUGH_15_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:572,"Ich habe nicht die geringste Ahnung. Das ist eine komplette Neuentwicklung, Mann!",我不知道。这完全是一次新发明，年轻人！,,,Info_Wolf_MCPLATESENOUGH_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:573,"Schau einfach ab und zu bei mir rein, wenn du in der Nähe bist!",你只需要在来此地时，偶尔过来问问即可！,,,Info_Wolf_MCPLATESENOUGH_09_05,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:594,Wie weit bist du mit der Rüstung?,你还需要多少时间才能做完盔甲？,,,Info_Wolf_ARMORINWORK.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:608,Wie weit bist du mit der Rüstung?,你还需要多少时间才能做完盔甲？,,,Info_Wolf_ARMORINWORK_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:609,"Dauert noch, Mann! Diese Platten sind verdammt harter Tobak. Ich habe noch keinen Weg gefunden, sie aneinander zu befestigen!",那会花费不少的时间，小伙子！那些材料很笨重，我还没有找到一个修理它们的办法！,,,Info_Wolf_ARMORINWORK_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:610,"Gib mir noch etwas Zeit, ich bekomme das schon hin!",多给我一点时间，我会做好的！,,,Info_Wolf_ARMORINWORK_09_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:623,Wie weit bist du mit der Rüstung? ,你还需要多少时间才能做完盔甲？,,,Info_Wolf_ARMORFINISHED.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:637,Wie weit bist du mit der Rüstung?,你还需要多少时间才能做完盔甲？,,,Info_Wolf_ARMORFINISHED_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:638,"Ich habe endlich einen Weg gefunden, diese üblen Panzerplatten aneinander zu befestigen!",我终于找到了一种把那些盔甲鳞片彼此缝合的方法！,,,Info_Wolf_ARMORFINISHED_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:639,"Das heißt, die Rüstung ist fertig?",你的意思是，盔甲已经完成了？,,,Info_Wolf_ARMORFINISHED_15_03,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:640,"Ja, Mann. Hier ist sie. Scheint tatsächlich noch härter zu sein als alles, was in unserem Lager so getragen wird.",是的，年轻人。给你。它看起来确实比营地中其他的盔甲更坚硬。,,,Info_Wolf_ARMORFINISHED_09_04,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:641,"Danke, du hast was gut bei mir!",谢谢你，我要给你点东西！,,,Info_Wolf_ARMORFINISHED_15_05,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:642,"Ach, ist schon in Ordnung! Ich komme schon auf meine Kosten!",那好吧！我总是在找添补开支的方法！,,,Info_Wolf_ARMORFINISHED_09_06,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:662,Wo kann ich denn hier einen Bogen bekommen?,在哪儿能得到一把弓？,,,Org_855_Wolf_SELLBOW.description,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:672,Wo kann ich denn hier einen Bogen bekommen?,在哪儿能得到一把弓？,,,Org_855_Wolf_SELLBOW_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_855_Wolf.d:673,Da bist du bei mir genau richtig. Für gutes Erz bekommst du gute Ware.,你可以到右边那儿去看看。但是我的出价很高。,,,Org_855_Wolf_SELLBOW_Info_09_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_860_Renyu.d:47,Verpiß dich!,走开！,,,Org_860_Renyu_GetLost_Info_06_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_861_Killian.d:44,Verpiß dich!,走开！,,,Org_861_Killian_GetLost_Info_13_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:49,Was zum Teufel machst du hier?,该死的，你在这儿做什么？,,,ORG_862_Jacko_GoAway_Info_06_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:77,"Na, haben wir uns verlaufen?",我们迷路了吗？,,,ORG_862_Jacko_GUARD_Info_06_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:78,Cor Kalom weiß von eurem kleinen Unternehmen.,寇尔卡隆知道你的那点事。,,,ORG_862_Jacko_GUARD_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:79,Was? Warum bist du hier?,什么？你为什么来这儿？,,,ORG_862_Jacko_GUARD_Info_06_02,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:84,Ich will euch warnen. Cor Kalom hat fünf Templer geschickt.,我来警告你。寇尔卡隆派了五名圣战士来干掉你。,,,ORG_862_Jacko_GUARD.ORG_862_Jacko_GUARD_Templer,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:85,"Ich will wissen, was dir diese Information wert ist.",我想知道这则消息对你的价值。,,,ORG_862_Jacko_GUARD.ORG_862_Jacko_GUARD_InfoWert,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:86,Um der Sache hier ein Ende zu bereiten!,该在这儿结束整件事了！,,,ORG_862_Jacko_GUARD.ORG_862_Jacko_GUARD_Angriff,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:91,"Ich will euch warnen. Cor Kalom hat fünf Templer geschickt, die euch den Garaus machen sollen.",我来警告你。寇尔卡隆派了五名圣战士来干掉你。,,,ORG_862_Jacko_GUARD_Templer_Info_15_00,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:92,Ach? Das glaubst du doch selbst nicht!,什么？你能会是认真的吧！,,,ORG_862_Jacko_GUARD_Templer_Info_06_01,,
Scripts/content/Story/MISSIONS/DIA_ORG_862_Jacko.d:93,Sie müßten jeden Moment hier sein.,他们应该几分钟后就会到了。,,,ORG_862_Jacko_GUARD_Templer_Info_15_02,,
