Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/svm.d:287,Hinter dir!,在你后面！,,,SVM_1_BehindYou,,
Scripts/content/Story/svm.d:288,"Ah, ein Kampf!",啊，一场战斗！,,,SVM_1_TheresAFight,,
Scripts/content/Story/svm.d:289,Fester!,用力！,,,SVM_1_HeyHeyHey,,
Scripts/content/Story/svm.d:290,Ihr kämpft wie Frauen!,你太婆婆妈妈了！,,,SVM_1_CheerFight,,
Scripts/content/Story/svm.d:291,Mach ihn alle!!,干掉他！！,,,SVM_1_CheerFriend,,
Scripts/content/Story/svm.d:292,Schlag doch zurück!,回击！,,,SVM_1_Ooh,,
Scripts/content/Story/svm.d:293,Gib's ihm!,把东西交给他！,,,SVM_1_YeahWellDone,,
Scripts/content/Story/svm.d:294,"Komm zurück, du Feigling!",回来！,,,SVM_1_RunCoward,,
Scripts/content/Story/svm.d:295,Der hat genug!,他已经受够了！,,,SVM_1_HeDefeatedHim,,
Scripts/content/Story/svm.d:296,Geschieht ihm recht!,他活该！,,,SVM_1_HeDeservedIt,,
Scripts/content/Story/svm.d:297,Warum hast du ihn kaltgemacht? Du bist so gut wie tot!,你为什么杀了他？你和死人一样！,,,SVM_1_HeKilledHim,,
Scripts/content/Story/svm.d:298,Schöner Kampf!,打得好！,,,SVM_1_ItWasAGoodFight,,
Scripts/content/Story/svm.d:299,Gäääähn,呵,,,SVM_1_Awake,,
Scripts/content/Story/svm.d:300,Hallo!,你好！,,,SVM_1_FriendlyGreetings,,
Scripts/content/Story/svm.d:301,Für Gomez!,为了葛梅兹！,,,SVM_1_ALGreetings,,
Scripts/content/Story/svm.d:302,Magie zu Ehren!,为了魔法的荣耀！,,,SVM_1_MageGreetings,,
Scripts/content/Story/svm.d:303,Erwache!,醒醒！,,,SVM_1_SectGreetings,,
Scripts/content/Story/svm.d:304,Da drüben ist er.,他在那儿。,,,SVM_1_ThereHeIs,,
Scripts/content/Story/svm.d:305,"Komm wieder, wenn du mehr Erfahrung hast.",一旦你有了更多的技能点数就回来.,,,SVM_1_NoLearnNoPoints,,
Scripts/content/Story/svm.d:306,Du bist am Ende deiner Möglichkeiten. Du solltest etwas anderes lernen.,你已经无能为力了。你应该学习新的东西。,,,SVM_1_NoLearnOverMax,,
Scripts/content/Story/svm.d:307,"Du musst erst fortgeschritten sein, bevor du Meister werden kannst!",在你成为大师之前，你必须努力提高自己的能力！,,,SVM_1_NoLearnYouAlreadyKnow,,
Scripts/content/Story/svm.d:308,Du bist jetzt schon besser!,现在你很好！,,,SVM_1_NoLearnYoureBetter,,
Scripts/content/Story/svm.d:309,"Hey, du!",嗨，就是你！,,,SVM_1_HeyYou,,
Scripts/content/Story/svm.d:310,Nicht jetzt!,现在不！,,,SVM_1_NotNow,,
Scripts/content/Story/svm.d:311,Was willst du?,你想做什么？,,,SVM_1_WhatDoYouWant,,
Scripts/content/Story/svm.d:312,Kann ich irgendwas für dich tun?!,我能帮你吗？！,,,SVM_1_ISaidWhatDoYouWant,,
Scripts/content/Story/svm.d:313,Lass mich mal vorbei!,让我过去！,,,SVM_1_MakeWay,,
Scripts/content/Story/svm.d:314,"Mach endlich Platz, Mann!",让开，年轻人！,,,SVM_1_OutOfMyWay,,
Scripts/content/Story/svm.d:315,Bist du taub? WEG DA!!,你聋了吗？快点！！,,,SVM_1_YouDeafOrWhat,,
Scripts/content/Story/svm.d:316,Suchst du wieder Streit?,还找麻烦？,,,SVM_1_LookingForTroubleAgain,,
Scripts/content/Story/svm.d:317,Äääh! Ich hab nichts gesehen!,呜！我什么也没看见！,,,SVM_1_LookAway,,
Scripts/content/Story/svm.d:318,"Okay, Okay! Behalt es einfach!",好吧，好吧！留下它！,,,SVM_1_OkayKeepIt,,
Scripts/content/Story/svm.d:319,Was war das denn?,那是什么？,,,SVM_1_WhatsThat,,
Scripts/content/Story/svm.d:320,Du rennst mit MEINER Waffe rum!,你拿着我的武器瞎逛！,,,SVM_1_ThatsMyWeapon,,
Scripts/content/Story/svm.d:321,Her mit dem Ding!,把那个东西给我！,,,SVM_1_GiveItToMe,,
Scripts/content/Story/svm.d:322,Dann behalt es eben! Ich brauch es sowieso nicht!,只是那时留下的！我不再需要它了！,,,SVM_1_YouCanKeeptheCrap,,
Scripts/content/Story/svm.d:323,Sie haben einen von unseren Leuten umgebracht. Wenn ich das Schwein kriege ...,他们捉到了我们的一个同伴。如果我能抓住那些该死的家伙．．．,,,SVM_1_TheyKilledMyFriend,,
Scripts/content/Story/svm.d:324,"Verdammt, warum weckst du mich?",可恶，你为什么叫醒我？,,,SVM_1_YouDisturbedMySlumber,,
Scripts/content/Story/svm.d:325,Haste was aufs Maul gekriegt? Geschieht dir recht!,你得到报复了吧？活该！,,,SVM_1_SuckerGotSome,,
Scripts/content/Story/svm.d:326,Du hast einen Erzbaron umgehauen. Er ist so richtig wütend!,你击倒了一个矿场主人！他对你十分愤怒！,,,SVM_1_SuckerDefeatedEBr,,
Scripts/content/Story/svm.d:327,Du hast einen Guru niedergeschlagen. Irgendwie ziehst du Ärger an!,你击倒了一个导师。不知为何。你像一块吸引麻烦的磁铁！,,,SVM_1_SuckerDefeatedGur,,
Scripts/content/Story/svm.d:328,Einen Magier zu besiegen ist 'ne wirklich beschissene Idee!,与法师作对是一个极其愚蠢的主意！,,,SVM_1_SuckerDefeatedMage,,
Scripts/content/Story/svm.d:329,Du kannst hier nicht rumrennen und die Novizen verprügeln!,你不能在这儿四处跑惊动见习修士！,,,SVM_1_SuckerDefeatedNov_Guard,,
Scripts/content/Story/svm.d:330,Lass die Finger von meinen Jungs!,不要打扰我的人！,,,SVM_1_SuckerDefeatedVlk_Guard,,
Scripts/content/Story/svm.d:331,Du hast einen Kumpel von mir umgehauen ...,你干倒了我的助手．．．,,,SVM_1_YouDefeatedMyComrade,,
Scripts/content/Story/svm.d:332,"Das läuft nicht, dass du hier Unruhe stiftest!",你在这儿闯的祸不会被容忍的！,,,SVM_1_YouDefeatedNOV_Guard,,
Scripts/content/Story/svm.d:333,"Wenn du jemanden verprügelst, der unter meinem Schutz steht, hat das Konsequenzen!",如果你与我保护下的人作对，我是绝不会放过你的！,,,SVM_1_YouDefeatedVLK_Guard,,
Scripts/content/Story/svm.d:334,Du Arsch hast mich beklaut! Versuch das nicht noch mal!,你已从我身上偷了东西，你这个笨蛋，再不要来偷了！,,,SVM_1_YouStoleFromMe,,
Scripts/content/Story/svm.d:335,Wir wollen unsere Sachen wiederhaben! Lass sehen!,我们要拿回我们的东西！还给我们！,,,SVM_1_YouStoleFromUs,,
Scripts/content/Story/svm.d:336,Du hast die Erzbarone beklaut! Was soll der Scheiß?,你偷了矿场主人的东西！真该死！,,,SVM_1_YouStoleFromEBr,,
Scripts/content/Story/svm.d:337,"Du hast die Gurus beklaut? Dumm nur, dass es rausgekommen ist!",你偷导师的东西？真遗憾他们发现了你。,,,SVM_1_YouStoleFromGur,,
Scripts/content/Story/svm.d:338,Du hast die Magier beklaut! Eine echt dämliche Idee!,你偷了法师的东西！多么蠢的主意！,,,SVM_1_StoleFromMage,,
Scripts/content/Story/svm.d:339,Einer unserer eigenen Leute hat ins Gras gebissen und du hast damit zu tun! Der kleinste Fehler noch und du bist Freiwild!,我们的一个人死了，你与此有关系！你做错了！,,,SVM_1_YouKilledMyFriend,,
Scripts/content/Story/svm.d:340,"Du hast einen Erzbaron umgelegt! Mann, du bist wohl komplett durchgedreht!?",你杀了一个矿场主人！你彻底疯了吗！？,,,SVM_1_YouKilledEBr,,
Scripts/content/Story/svm.d:341,"Du hast einen Guru getötet! Junge, das kann doch nicht wahr sein!",你杀了一个导师！小伙子，我不相信！,,,SVM_1_YouKilledGur,,
Scripts/content/Story/svm.d:342,Du hast einen Magier umgebracht! Wie sollen wir das denn erklären?,你已经杀死了一个法师，你打算如何来证明这是合法的?,,,SVM_1_YouKilledMage,,
Scripts/content/Story/svm.d:343,Jemand aus dem Alten Lager ist verstorben und dein Name wird dabei erwähnt ...,旧营地死了一个人，你被认为与他的死有关．．．,,,SVM_1_YouKilledOCfolk,,
Scripts/content/Story/svm.d:344,"Das Neue Lager hat einen tragischen Verlust erlitten, und scheinbar hast du damit zu tun!",新营地受到了很大的损失，很明显你涉嫌重大！,,,SVM_1_YouKilledNCfolk,,
Scripts/content/Story/svm.d:345,"Die Bruderschaft ist um einen Anhänger ärmer und wie es scheint, warst du das!",兄弟会失去了一个教徒，你涉嫌杀死了他！,,,SVM_1_YouKilledPSIfolk,,
Scripts/content/Story/svm.d:346,Das wieder hinzubiegen wird nicht einfach!,澄清它并不容易！,,,SVM_1_GetThingsRight,,
Scripts/content/Story/svm.d:347,"War ein guter Kampf. Du hast mir ganz schön aufs Maul gehauen, Mann!",一场公平的战斗！让我叹为观止！,,,SVM_1_YouDefeatedMeWell,,
Scripts/content/Story/svm.d:348, ... der letzte Scheiß ..., ．．．该死．．．,,,SVM_1_Smalltalk01,,
Scripts/content/Story/svm.d:349," ... kann schon sein, aber wen interessiert das? ...", ．．．或许吧，但是谁会在意呢？．．．,,,SVM_1_Smalltalk02,,
Scripts/content/Story/svm.d:350, ... absolut idiotisch ..., ．．．白痴．．．,,,SVM_1_Smalltalk03,,
Scripts/content/Story/svm.d:351, ... ich halt mich da lieber raus ..., ．．．我最好置身事外．．．,,,SVM_1_Smalltalk04,,
Scripts/content/Story/svm.d:352, ... das ist wirklich nicht mein Problem ..., ．．．那并不是我的问题．．．,,,SVM_1_Smalltalk05,,
Scripts/content/Story/svm.d:353," ... war doch klar, dass das Ärger gibt ...", ．．．很明显地前面将会出现麻烦．．．,,,SVM_1_Smalltalk06,,
Scripts/content/Story/svm.d:354, ... warum passiert so was immer wieder? ..., ．．．为什么发生了一次又一次？．．．,,,SVM_1_Smalltalk07,,
Scripts/content/Story/svm.d:355, ... das passiert mir nicht noch mal ..., ．．．不会再发生了．．．,,,SVM_1_Smalltalk08,,
Scripts/content/Story/svm.d:356, ... an der Geschichte muss doch wohl was dran sein ..., ．．．那个故事一定会有后续发展．．．,,,SVM_1_Smalltalk09,,
Scripts/content/Story/svm.d:357," ... nicht so viel quatschen, ja, ja ...", ．．．不要念个不停啦．．．,,,SVM_1_Smalltalk10,,
Scripts/content/Story/svm.d:358, ... so lange ich nichts damit zu tun habe ..., ．．．只要与我无关．．．,,,SVM_1_Smalltalk11,,
Scripts/content/Story/svm.d:359, ... man darf auch nicht alles glauben ..., ．．．你不应该相信任何事．．．,,,SVM_1_Smalltalk12,,
Scripts/content/Story/svm.d:360, ... in seiner Haut will ich trotzdem nicht stecken ..., ．．．然而我并不想要进入他的圈子里．．．,,,SVM_1_Smalltalk13,,
Scripts/content/Story/svm.d:361, ... immer wieder dieselbe Leier ..., ．．．每次都是同样的老故事．．．,,,SVM_1_Smalltalk14,,
Scripts/content/Story/svm.d:362, ... manche lernen eben gar nichts dazu ..., ．．．有些人永远学不会教训．．．,,,SVM_1_Smalltalk15,,
Scripts/content/Story/svm.d:363, ... früher wäre das ganz anders gelaufen ..., ．．．曾经有一段时间，事物都以不同的方式消失．．．,,,SVM_1_Smalltalk16,,
Scripts/content/Story/svm.d:364, ... gequatscht wird viel ..., ．．．人们总是这样谈论．．．,,,SVM_1_Smalltalk17,,
Scripts/content/Story/svm.d:365, ... ich hör' nicht mehr auf das Gefasel ..., ．．．我再也不想听那些废话了．．．,,,SVM_1_Smalltalk18,,
Scripts/content/Story/svm.d:366," ... verlass dich auf jemanden und du bist verlassen, das ist eben so ...", ．．．你依赖某人，但是，当你处于困难时又怎样．．．,,,SVM_1_Smalltalk19,,
Scripts/content/Story/svm.d:367," ... ich glaube kaum, dass sich daran was ändern wird ...", ．．．我怀疑它是否不断地改变．．．,,,SVM_1_Smalltalk20,,
Scripts/content/Story/svm.d:368, ... wahrscheinlich hast du Recht ..., ．．．或许你对了．．．,,,SVM_1_Smalltalk21,,
Scripts/content/Story/svm.d:369," ... erst mal abwarten. Es wird nichts so heiß gegessen, wie es gekocht wird ...", ．．．坚持下去，最好不要急著作任何事情．．．,,,SVM_1_Smalltalk22,,
Scripts/content/Story/svm.d:370," ... ich dachte, das wäre schon lange geklärt ...", ．．．我想它在很久以前就已经被清除了．．．,,,SVM_1_Smalltalk23,,
Scripts/content/Story/svm.d:371, ... lass uns lieber über was anderes reden ..., ．．．我们来聊些其他的事情吧．．．,,,SVM_1_Smalltalk24,,
Scripts/content/Story/svm.d:372,Omm...,噢,,,SVM_1_Om,,
Scripts/content/Story/svm.d:379,Keine Magie!,无魔法！,,,SVM_2_StopMagic,,
Scripts/content/Story/svm.d:380,"HEY! Keine Magie, hab' ich gesagt!",嘿！我说没有魔法！,,,SVM_2_ISaidStopMagic,,
Scripts/content/Story/svm.d:381,"Komm, steck das Ding weg!",快点，放下东西！,,,SVM_2_WeaponDown,,
Scripts/content/Story/svm.d:382,Weg mit der Waffe!,放下武器！,,,SVM_2_ISaidWeaponDown,,
Scripts/content/Story/svm.d:383,"Pass auf, wo du hinzielst!",当心你瞄准的位置！,,,SVM_2_WatchYourAim,,
Scripts/content/Story/svm.d:384,"Wenn du weiter auf mich anlegst, muss ich das wohl persönlich nehmen!",如果你坚持瞄准我，我会让你好看！,,,SVM_2_WatchYourAimAngry,,
Scripts/content/Story/svm.d:385,"Hey, was soll denn das??",嗨，什么意思？？,,,SVM_2_WhatAreYouDoing,,
Scripts/content/Story/svm.d:386,"Lass uns die Sache vergessen, ok?",让我们忘了它吧？,,,SVM_2_LetsForgetOurLittleFight,,
Scripts/content/Story/svm.d:387,Seltsam? Wo ist er denn hin?!,奇怪！他去哪儿了？！,,,SVM_2_Strange,,
Scripts/content/Story/svm.d:388,Schon wieder eins!,又一个！,,,SVM_2_DieMonster,,
Scripts/content/Story/svm.d:389,"Ich befürchte, ich muss dich beseitigen!",恐怕我必须杀了你！,,,SVM_2_DieMortalEnemy,,
Scripts/content/Story/svm.d:390,Du bist selbst Schuld!,那是你个人的问题！,,,SVM_2_NowWait,,
Scripts/content/Story/svm.d:391,Hast du noch nicht genug?,还不够吗？,,,SVM_2_YouStillNotHaveEnough,,
Scripts/content/Story/svm.d:392,Wenn du es unbedingt willst!,如果那是你真正的想法！,,,SVM_2_YouAskedForIt,,
Scripts/content/Story/svm.d:393,"Du weißt doch, dass du hier nichts zu Suchen hast!",你知道这儿已经没事了！,,,SVM_2_NowWaitIntruder,,
Scripts/content/Story/svm.d:394,"Warum fummelst du auch an Sachen rum, die dir nicht gehören?!",你为什么乱动不属于你的东西？！,,,SVM_2_IWillTeachYouRespectForForeignProperty,,
Scripts/content/Story/svm.d:395,Du hast mich beklaut! Das nehme ich dir echt übel!,你偷了我的东西！我不会忘记的！,,,SVM_2_DirtyThief,,
Scripts/content/Story/svm.d:396,Niemand vergreift sich an meinen Jungs!,没有人能弄乱我的东西！,,,SVM_2_YouAttackedMyCharge,,
Scripts/content/Story/svm.d:397,Du hast einen von uns umgebracht! Dafür musst du büßen!,你杀了一个我们的人！你必须为此会出代价！,,,SVM_2_YouKilledOneOfUs,,
Scripts/content/Story/svm.d:398,Aaarg,啊,,,SVM_2_Dead,,
Scripts/content/Story/svm.d:399,Aargh,啊,,,SVM_2_Aargh_1,,
Scripts/content/Story/svm.d:400,Aargh,啊,,,SVM_2_Aargh_2,,
Scripts/content/Story/svm.d:401,Aargh,啊,,,SVM_2_Aargh_3,,
Scripts/content/Story/svm.d:402,UUAAARRGGGHHH!!!,呜啊！！！,,,SVM_2_Berzerk,,
Scripts/content/Story/svm.d:403,Das wird dir noch Leid tun!,你会为此难过的！,,,SVM_2_YoullBeSorryForThis,,
Scripts/content/Story/svm.d:404,"Langsam, langsam, du hast gewonnen!",慢点，你已赢了！,,,SVM_2_YesYes,,
Scripts/content/Story/svm.d:405,Ich - ähm - geh' Hilfe holen!,我－呜－帮帮我！,,,SVM_2_ShitWhatAMonster,,
Scripts/content/Story/svm.d:406,"Keine Zeit, ich muss noch was erledigen!",我没有时间，随它去吧！,,,SVM_2_Help,,
Scripts/content/Story/svm.d:407,Wir sehen uns bestimmt noch mal wieder!,相信我们会再见的！,,,SVM_2_WeWillMeetAgain,,
Scripts/content/Story/svm.d:408,Versuch das nicht noch mal!,别再试了！,,,SVM_2_NeverTryThatAgain,,
Scripts/content/Story/svm.d:409,Die Waffe nehm' ich mir!,我会拿到那种武器！,,,SVM_2_ITakeYourWeapon,,
Scripts/content/Story/svm.d:410,Etwas Erz kannst du doch entbehren!,你不需要大量的矿石！,,,SVM_2_ITookYourOre,,
Scripts/content/Story/svm.d:411,Du hast kein Erz? Scheint heute nicht dein Tag zu sein!,你没有一点矿石？看来今天不是你幸运的一天！,,,SVM_2_ShitNoOre,,
Scripts/content/Story/svm.d:412,Finger weg!,别碰！,,,SVM_2_HandsOff,,
Scripts/content/Story/svm.d:413,Raus hier!,离开这里！,,,SVM_2_GetOutOfHere,,
Scripts/content/Story/svm.d:414,Hey! Wie bist du denn hier reingekommen?,嗨！你怎样到这儿的？,,,SVM_2_YouViolatedForbiddenTerritory,,
Scripts/content/Story/svm.d:415,"Nicht sehr klug von dir, mich verschaukeln zu wollen!",把我当成一个白痴，这对你来说不是很明智的！,,,SVM_2_YouWannaFoolMe,,
Scripts/content/Story/svm.d:416,Was schleichst du da rum?,你在鬼鬼祟祟地做什么？,,,SVM_2_WhatsThisSupposedToBe,,
Scripts/content/Story/svm.d:417,Raus aus meiner Hütte oder ich ruf die Wachen!,出去，否则我要叫守卫了！,,,SVM_2_WhyYouAreInHere,,
Scripts/content/Story/svm.d:418,Bleib aus den Hütten draußen!,出去！,,,SVM_2_WhatDidYouInThere,,
Scripts/content/Story/svm.d:419,Die richtige Entscheidung.,正确的决定！,,,SVM_2_WiseMove,,
Scripts/content/Story/svm.d:420,"Wachen, hierher!",守卫！这儿！,,,SVM_2_Alarm,,
Scripts/content/Story/svm.d:421,ALARM!!!,警报！！,,,SVM_2_IntruderAlert,,
Scripts/content/Story/svm.d:422,Hinter dir!,在你后面！,,,SVM_2_BehindYou,,
Scripts/content/Story/svm.d:423,"Ah, ein Kampf!",啊，一场战斗！,,,SVM_2_TheresAFight,,
Scripts/content/Story/svm.d:424,Ist das alles!,就这样！,,,SVM_2_HeyHeyHey,,
Scripts/content/Story/svm.d:425,Nicht so müde!,醒来，懒人！,,,SVM_2_CheerFight,,
Scripts/content/Story/svm.d:426,Guter Schlag!,打得好！,,,SVM_2_CheerFriend,,
Scripts/content/Story/svm.d:427,Das tat weh!,受伤了！,,,SVM_2_Ooh,,
Scripts/content/Story/svm.d:428,Der bewegt sich noch!,他还在动。,,,SVM_2_YeahWellDone,,
Scripts/content/Story/svm.d:429,"Bleib hier, du Feigling!",站在这里， 你这个小姑娘！,,,SVM_2_RunCoward,,
Scripts/content/Story/svm.d:430,Der hat genug!,他已经受够了！,,,SVM_2_HeDefeatedHim,,
Scripts/content/Story/svm.d:431,Das hat er verdient!,他活该！,,,SVM_2_HeDeservedIt,,
Scripts/content/Story/svm.d:432,Du hast ihn umgebracht! War das nötig?,你杀了他！有必要吗？,,,SVM_2_HeKilledHim,,
Scripts/content/Story/svm.d:433,"Ganz ordentlich, nur zu kurz!",打得好，只是太近了！,,,SVM_2_ItWasAGoodFight,,
Scripts/content/Story/svm.d:434,Gäääähn,呵,,,SVM_2_Awake,,
Scripts/content/Story/svm.d:435,Hallo.,你好！,,,SVM_2_FriendlyGreetings,,
Scripts/content/Story/svm.d:436,Für Gomez!,为了葛梅兹！,,,SVM_2_ALGreetings,,
Scripts/content/Story/svm.d:437,Magie zu Ehren!,为了魔法的荣耀！,,,SVM_2_MageGreetings,,
Scripts/content/Story/svm.d:438,Erwache!,醒醒！,,,SVM_2_SectGreetings,,
Scripts/content/Story/svm.d:439,Da drüben.,在那儿。,,,SVM_2_ThereHeIs,,
Scripts/content/Story/svm.d:440,Ich kann dir nichts beibringen. Du hast nicht genug Erfahrung.,我不能教你什么，因为你没有足够的经验。,,,SVM_2_NoLearnNoPoints,,
Scripts/content/Story/svm.d:441,Du bist am Ende deiner Möglichkeiten. Du solltest etwas anderes lernen.,你已经无能为力了。你应该学习新的东西。,,,SVM_2_NoLearnOverMax,,
Scripts/content/Story/svm.d:442,"Du musst erst fortgeschritten sein, bevor du Meister werden kannst!",在你成为大师之前，你必须努力提高自己的能力！,,,SVM_2_NoLearnYouAlreadyKnow,,
Scripts/content/Story/svm.d:443,Du bist jetzt schon besser!,现在你很好！,,,SVM_2_NoLearnYoureBetter,,
Scripts/content/Story/svm.d:444,"Hey, du!",嗨，就是你！,,,SVM_2_HeyYou,,
Scripts/content/Story/svm.d:445,Jetzt nicht.,现在不。,,,SVM_2_NotNow,,
Scripts/content/Story/svm.d:446,Was willst du?,你想做什么？,,,SVM_2_WhatDoYouWant,,
Scripts/content/Story/svm.d:447,Kann ich was für dich tun?,我能帮你吗？,,,SVM_2_ISaidWhatDoYouWant,,
Scripts/content/Story/svm.d:448,Lass mich mal vorbei!,让我过去！,,,SVM_2_MakeWay,,
Scripts/content/Story/svm.d:449,Mach Platz!,让开！,,,SVM_2_OutOfMyWay,,
Scripts/content/Story/svm.d:450,"Verschwinde, sonst lauf ich über dich drüber!",快闪开，否则我会踩着你过去！,,,SVM_2_YouDeafOrWhat,,
Scripts/content/Story/svm.d:451,Willst du dich noch mal mit mir anlegen?,你又找我麻烦？,,,SVM_2_LookingForTroubleAgain,,
Scripts/content/Story/svm.d:452,Ich hab' NICHTS gesehen! KEIN Problem!,我没看见什么！没问题！,,,SVM_2_LookAway,,
Scripts/content/Story/svm.d:453,Schon gut! Es gehört dir!,好！它是你的了！,,,SVM_2_OkayKeepIt,,
Scripts/content/Story/svm.d:454,Was? Wie?,嗨？什么？,,,SVM_2_WhatsThat,,
Scripts/content/Story/svm.d:455,"Sieht aus wie meine Waffe, was du da hast!",你拿的武器像是我的武器！,,,SVM_2_ThatsMyWeapon,,
Scripts/content/Story/svm.d:456,"Na los, her damit!",快点，把它给我！,,,SVM_2_GiveItToMe,,
