Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:604,"Ja. Ein mächtiger Bannzauber bewirkt, dass der erste Grabräuber, der sich den Fokus unter den Nagel reißen will ...",是的。一种强大的符咒保护着它。第一个坟墓盗贼企图偷取魔法源．．．,,,Info_Milten_SHSEAL_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:605,"... zu einem Dasein als ruheloser Untoter verflucht wird, der fortan diese Gruft vor allen nachfolgenden Grabräuber beschützen soll.",．．．但是却受伤了，并且注定永远不得安宁，必须保护坟墓免受其他盗贼的洗劫。,,,Info_Milten_SHSEAL_02_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:606,Wie kommst du dann an diesem Bannzauber vorbei?,你能通过它的诅咒？,,,Info_Milten_SHSEAL_15_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:608,"Vor einigen Jahren war ein Erzbaron, der zum Zeitvertreib Orks jagte, unvorsichtig genug, die Gruft zu betreten.",几年前，一个矿场主人在猎杀兽人时，不小心进入了这个坟墓。,,,Info_Milten_SHSEAL_02_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:609,Nun ist ER der Wächter über alle Schätze dort unten.,现在，他成了守卫下面那些财宝的守卫。,,,Info_Milten_SHSEAL_02_07,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:621,Was hat es mit diesem Talisman auf sich?,护身符是干什么用的？,,,Info_Milten_SHTALISMAN.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:634,Was hat es mit diesem Talisman auf sich?,护身符是干什么用的？,,,Info_Milten_SHTALISMAN_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:635,"Ich vermute, sein ehemaliger Besitzer benutzte ihn, um sich wütende Orks vom Hals zu halten.",我相信它以前的主人用它来防卫自己免遭兽人的攻击。,,,Info_Milten_SHTALISMAN_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:636,"Wenn ich Recht habe, kann der Talisman von großem Nutzen sein.",如果我是对的，那么它可能就有大用处了。,,,Info_Milten_SHTALISMAN_02_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:648,Wir sollten die Gruft gemeinsam ausheben!,我们应该一起去那座坟墓！,,,Info_Milten_SHOFFER.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:662,Wir sollten die Gruft gemeinsam ausheben! Du bekommst den Talisman und ich den Fokusstein.,我们应该一起去那座坟墓！你可以拿到护身符，而我可以拥有魔法源宝石。,,,Info_Milten_SHOFFER_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:663,"Einverstanden, aber da gibt es noch ein 'kleines' Problem ...",那吧，但是还有一个小问题．．．,,,Info_Milten_SHOFFER_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:664,Ein Problem?,一个问题？,,,Info_Milten_SHOFFER_15_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:665,Ja. Der Wächter da unten in der Gruft ...,是的。在坟墓里的守卫．．．,,,Info_Milten_SHOFFER_02_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:666,Kann man ihn nicht in handliche Stücke zerlegen?,不能把他剁成肉酱吗？,,,Info_Milten_SHOFFER_15_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:667,Zumindest nicht so einfach. Er scheint gegen die Wirkung normaler Waffen extrem widerstandsfähig zu sein.,不会太容易。他似乎对一般的武器抵抗力很强。,,,Info_Milten_SHOFFER_02_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:668,"Lass mich raten, du hast bereits einen Plan dafür, richtig?",我来猜猜－－你已有计划了，对吧？,,,Info_Milten_SHOFFER_15_07,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:669,"Ähem ... tja also ... einen Plan habe ich schon, aber ich kann ihn nicht alleine durchführen.",唔．．．嗯．．．我有一个计划，但是我不能自己执行。,,,Info_Milten_SHOFFER_02_08,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:681,Lass hören!,告诉我！,,,Info_Milten_SHOFFER2.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:694,Lass hören!,告诉我！,,,Info_Milten_SHOFFER2_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:695,"Ich habe hier eine Spruchrolle, die einen sehr mächtigen Zauber enthält.",我有一个法术滚动条能够施展能量非常强大的法术。,,,Info_Milten_SHOFFER2_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:696,"Der Zauber vernichtet jeden Untoten, der davon getroffen wird.",它可以毁灭所有受它影响的不死魂灵。,,,Info_Milten_SHOFFER2_02_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:697,Damit sollte das Ausheben der Gruft ein Kinderspiel werden.,那么，有了它，应该不会有问题了吧？,,,Info_Milten_SHOFFER2_15_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:698,Tja ... also... nicht ganz! Der Wächter hat mittlerweile Gesellschaft bekommen.,嗯．．．不完全是！那个守卫不再是独立的了。,,,Info_Milten_SHOFFER2_02_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:699,"Wahrscheinlich nachfolgende Grabräuber, die wenig erfolgreich waren.",大概后来的坟墓盗贼都没有胜过他。,,,Info_Milten_SHOFFER2_02_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:700,Ich war bereits einmal dort unten und wäre fast getötet worden. Einer alleine kann da nicht viel ausrichten.,我去过那儿一次，几乎被他杀了。一个独立的人不会在那儿支持那么久。,,,Info_Milten_SHOFFER2_02_07,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:712,Gib mir die Spruchrolle und wir heben diese Gruft gemeinsam aus!,给我法术滚动条，我们可以一起去！,,,Info_Milten_SHACCEPT.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:725,Gib mir die Spruchrolle und wir heben diese Gruft gemeinsam aus!,给我法术滚动条，我们可以一起去！,,,Info_Milten_SHACCEPT_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:726,"Gut, sehr gut. Ich hoffte, du würdest das sagen!",好，非常好！我希望你会这么说！,,,Info_Milten_SHACCEPT_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:727,Wir haben aber nur diese eine Spruchrolle. Benutze sie für den Wächter!,但是，我们只有一个符咒。用它对付那个守卫！,,,Info_Milten_SHACCEPT_02_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:728,Die anderen Untoten kann man auch im normalen Kampf besiegen.,其他的不死生物可以用一般的战斗方式击败它们。,,,Info_Milten_SHACCEPT_02_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:729,"Verstehe. Also, wo geht es zum Stonehenge?",我明白了。好，哪条路是通往那个竞技场的路？,,,Info_Milten_SHACCEPT_15_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:730,Folge mir.,跟我走。,,,Info_Milten_SHACCEPT_02_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:768,Hier sind wir. Der Stollen hier führt direkt in die Gruft.,我们到了。这条地道可以直到坟墓。,,,Info_Milten_SHARRIVED_02_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:769,Dann statten wir dem Wächter mal einen Besuch ab!,我们走，去会会那个守卫！,,,Info_Milten_SHARRIVED_15_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:785,Ich bin verwundet. Bitte hilf mir!,我受伤了，请帮帮我。,,,Info_Milten_SHHEAL.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:801,Ich bin verwundet. Bitte hilf mir!,我受伤了，请帮帮我。,,,Info_Milten_SHHEAL_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:805,"Nimm diesen Heiltrank. Aber sei nicht verschwenderisch, ich habe nicht unendlich viel davon.",给你康复药剂！,,,Info_Milten_SHHEAL_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:810,Ich habe keinen Heiltrank mehr.,我没有剩余的康复药剂了。,,,Info_Milten_SHHEAL_02_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:826,Der Wächter lebt noch!,这个守卫还活着！,,,Info_Milten_SHRUNNING.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:844,Der Wächter lebt noch!,这个守卫还活着！,,,Info_Milten_SHRUNNING_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:845,Dann vernichte ihn mit der Spruchrolle.,那么就用法术滚动条毁了他吧！,,,Info_Milten_SHRUNNING_02_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Mage.d:857,Ich habe die Spruchrolle verbraucht!,我用了法术滚动条！,,,Info_Milten_SHSCROLL.description,,
