location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:344,"Aber egal, wie wichtig die Botschaft auch ist, die Wachen zur oberen Ebene werden dich nicht zu ihm durch lassen.",但是不管你的消息多么重要，那些上层守卫都不会让你进去见他。,,,Info_Gorn_MAGES_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:345,Kannst du nicht ein gutes Wort für mich einlegen?,你不能推荐我吗？,,,Info_Gorn_MAGES_15_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:346,"Ich nicht, aber Cronos, der Hüter des Erzes, kann dir vielleicht eine Erlaubnis erteilen.",我不能，但是矿石的守护者克罗诺斯或许能帮你。,,,Info_Gorn_MAGES_09_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:358,Wo finde ich diesen 'Hüter des Erzes'?,我有哪儿能找到这个矿石的守护者？,,,Info_Gorn_CRONOS.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:371,Wo finde ich diesen 'Hüter des Erzes'?,我有哪儿能找到这个矿石的守护者？,,,Info_Gorn_CRONOS_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:372,"Wenn du von hier weitergehst, stößt du nach dem Damm auf die große Wohnhöhle.",如果你从这儿走，那么就穿过坝后的大窑洞，然后就到了。,,,Info_Gorn_CRONOS_09_01a,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:373,Cronos hält sich normalerweise am Gitter über dem großen Erzhaufen auf.,克罗诺斯通常是在大矿石堆的梯子上。,,,Info_Gorn_CRONOS_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:374,"Aber er ist ein wenig arrogant. Du wirst ihn überzeugen müssen, dass deine Botschaft wichtig ist.",但是他有点傲慢，你必须使他信服你的信息是很重要的。,,,Info_Gorn_CRONOS_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:409,"Hallo, Neuer. Wie du siehst, ist die Kolonie ein kleiner Ort.",你好，新来的人。你看，殖民地是一个十分小的地方。,,,Info_Gorn_RUINWAIT_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:410,Man läuft sich hier ständig über den Weg.,你不可能总是遇到人的。,,,Info_Gorn_RUINWAIT_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:422,Was führt dich denn hier her?,你在这里做什么？,,,Info_Gorn_RUINWHAT.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:435,Was führt dich denn hierher?,你在这里做什么？,,,Info_Gorn_RUINWHAT_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:436,"Oh, ich versuche, einer alten Legende auf die Spur zu kommen.",噢，我在追捕一个老人。,,,Info_Gorn_RUINWHAT_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:437,Einer Legende?,一个传奇人物？,,,Info_Gorn_RUINWHAT_15_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:438,"Ja, Milten, mein Kumpel aus dem Alten Lager, hat mir erzählt, dass hier einst Mönche lebten.",是的，我旧营地的朋友米尔顿告诉我，那些巫师通常住在这里。,,,Info_Gorn_RUINWHAT_09_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:439,"Das war natürlich lange, bevor es die Barriere gab.",当然，那是屏障创建以前很长时间的事了。,,,Info_Gorn_RUINWHAT_09_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:440,"Sie sollen einem Gott gehuldigt haben, der seinen Anhängern die Macht gab, sich in Tiere zu verwandeln.",据说，他们崇拜一位能把他们变成动物的神。,,,Info_Gorn_RUINWHAT_09_06,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:441,Bestimmt gibt es hier noch Schätze aus der alten Zeit.,我相信这里仍然有一些古时候的珠宝。,,,Info_Gorn_RUINWHAT_09_07,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:445,Was führt dich hierher?,你来这儿做什么？,,,Info_Gorn_RUINWHAT_09_08,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:458,Ich suche einen magischen Fokus,我来找魔法源。,,FALSE,Info_Gorn_RUINFOCUS.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:471,Ich suche einen magischen Fokus.,我来找魔法源。,,,Info_Gorn_RUINFOCUS_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:472,Er muss irgendwo in dieser Gegend sein.,它肯定在这里的某处。,,,Info_Gorn_RUINFOCUS_15_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:473,"Was du suchst, befindet sich vielleicht innerhalb der Klosterruinen dort jenseits der Schlucht.",你要找的东西肯定在山谷那边废弃的修道院里。,,,Info_Gorn_RUINFOCUS_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:485,Wir könnten unseren Weg gemeinsam fortsetzen.,我们可以一起去。,,,Info_Gorn_RUINJOIN.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:498,Wir können unseren Weg gemeinsam fortsetzen.,我们可以一起去。,,,Info_Gorn_RUINJOIN_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:499,Gute Idee. Hier wimmelt es nur so von Snappern.,好主意。这个地方到处都是恶狗。,,,Info_Gorn_RUINJOIN_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:500,"Einzeln sind sie für einen geübten Kämpfer zwar kein Problem, aber sie jagen meistens in Rudeln.",单个地对付它们，对有经验的猎人并不难。但是它们大部分时间都是成群行动。,,,Info_Gorn_RUINJOIN_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:501,So ein Rudel kann auch den gewieftesten Schwertmeister in Fetzen reißen.,最聪明的斗士也难以对付一大群的敌人。,,,Info_Gorn_RUINJOIN_09_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:502,Wir gehen also zusammen?,那么我们一起走吧？,,,Info_Gorn_RUINJOIN_15_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:503,"Ok, doch bevor wir über diesen Baumstamm balancieren, möchte ich die Schlucht darunter erforschen. Ich habe gerne einen freien Rücken.",好吧，但是在我们穿过这片树林前，我要检查一下山谷。我喜欢看看有什么新发现。,,,Info_Gorn_RUINJOIN_09_06,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:504,"Komm mit, ich habe einen Weg entdeckt, der uns dorthin führt.",跟我来吧，我找到了一条路，它能带我们去那儿。,,,Info_Gorn_RUINJOIN_09_07,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:539,Das nenne ich Glück. Hier scheint eine Vorratshöhle gewesen zu sein.,真是幸运。显然这是一个储藏用的山洞。,,,Info_Gorn_RUINABYSS_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:540,"Übernimm du jetzt die Führung, ich wollte nur sicherstellen, dass bei unserer Rückkehr hier keine Überraschung auf uns wartet.",现在你为什么不带头走了，我只是想确认一下我们的归路。,,,Info_Gorn_RUINABYSS_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:573,Du scheinst doch nicht mehr an der Klosterruine interessiert zu sein.,你似乎对废弃的修道院没有兴趣了。,,,Info_Gorn_RUINLEAVE_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:574,Ich werde alleine weitergehen.,我要独自走。,,,Info_Gorn_RUINLEAVE_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:575,"Komm einfach nach, wenn du es dir anders überlegst.",如果你改变主意了，就跟着我走吧！,,,Info_Gorn_RUINLEAVE_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:606,"Dieses verfluchte Tor. Man erzählt sich, dass bisher kein Mensch in der Kolonie es öffnen konnte.",这扇该死的大门。他们说，殖民地里没有人能打开它。,,,Info_Gorn_RUINWALL_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:607,"Die kleinen Biester da drüben scheinen die Einzigen zu sein, die es geschafft haben, in den Innenhof zu gelangen.",那边的小动物似乎是唯一能进入这个院子的生灵。,,,Info_Gorn_RUINWALL_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:625,Wie geht es nun weiter?,现在怎么样了？,,,Info_Gorn_RUINWALLWHAT.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:639,Wie geht es nun weiter?,现在怎么样了？,,,Info_Gorn_RUINWALLWHAT_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:640,"Du musst einen Weg finden, auf die andere Seite des Tors zu gelangen.",你必须找到一条通往那边大门的路。,,,Info_Gorn_RUINWALLWHAT_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:668,"Dort oben ist eine Art Plattform. Aber es scheint zu hoch zu sein, um zu klettern.",那儿有许多平台。但是似乎很难能攀登上去。,,,Info_Gorn_RUINLEDGE_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:669,Wir müssen einen anderen Weg finden.,我们必须另找一条路。,,,Info_Gorn_RUINLEDGE_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:699,Sieht aus wie ein Podest für irgendetwas.,看起来像一些柱脚。,,,Info_Gorn_RUINPLATFORM_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:700,"Vielleicht lag hier mal das Artefakt, dass du suchst.",或许你要找的神器就藏在这儿。,,,Info_Gorn_RUINPLATFORM_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:729,"Du hast es tatsächlich geschafft, das Tor zu öffnen. Das mit dem Zauber war wirklich clever.",你应该设法打开这扇门。可以用上你的符咒。,,,Info_Gorn_RUINGATE_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:730,"Los, weiter geht's.",我们走吧，快点！,,,Info_Gorn_RUINGATE_15_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:765,Du scheinst doch nicht mehr an der Klosterruine interessiert zu sein.,你似乎对废弃的修道院没有兴趣了。,,,Info_Gorn_RUINLEAVEINSIDE_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:766,Ich werde alleine weitersuchen.,我要独自走。,,,Info_Gorn_RUINLEAVEINSIDE_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:767,"Komm einfach nach, wenn du es dir anders überlegst.",如果你改变主意了，就跟着我走吧！,,,Info_Gorn_RUINLEAVEINSIDE_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:798,Du hast dein magisches Artefakt also gefunden!,那么，你发现了魔法神器？,,,Info_Gorn_RUINSUCCESS_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:799,Ja. Ich muss den Fokus zu den Wassermagiern bringen. Sie brauchen ihn.,是的。我必须把魔法源带给水界法师们。他们需要它。,,,Info_Gorn_RUINSUCCESS_15_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:800,Ich werde dich noch etwas begleiten.,我会再陪你一会儿。,,,Info_Gorn_RUINSUCCESS_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:834,ACH DU SCHEISSE!!! Was ist das für ein Riesenvieh dort drüben?,噢，该死！那边是什么怪物？,,,Info_Gorn_RUINTROLL_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:835,Wo kommt DAS denn her???,它们从哪儿来的？,,,Info_Gorn_RUINTROLL_15_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:836,Sieht aus wie einer dieser fast unverwundbaren Trolle. Allerdings etwas kleiner!,看起来像是一些巨人，只是小一些！,,,Info_Gorn_RUINTROLL_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:837,"Wie auch immer, wenn wir hier raus wollen, müssen wie an diesem Biest vorbei.",无论如何，如果我们要从这儿出去，我们就必须通过它们。,,,Info_Gorn_RUINTROLL_09_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:873,Das war ein hartes Stück Arbeit.,那是很困难的。,,,Info_Gorn_RUINVICTORY_09_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:874,"Ja, wir haben das Monster bezwungen. Doch wenn das nur ein junger Troll war ...",是的。我们击败了那个怪物，但是若那只是一只幼小的巨人．．．,,,Info_Gorn_RUINVICTORY_15_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:875,... dann willst du wohl einem ausgewachsenen Exemplar lieber nicht zwischen die Finger geraten.,．．．那么你最好不要遇到它的父母，哈？,,,Info_Gorn_RUINVICTORY_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:876,So in etwa.,是这样。,,,Info_Gorn_RUINVICTORY_15_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:877,Unsere Wege trennen sich hier. Ich werde noch eine Weile bleiben und herumstöbern.,我们要在这儿分道扬镳了。我想在这儿呆一会儿，四处看看。,,,Info_Gorn_RUINVICTORY_09_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:878,"Doch wir werden uns sicher wiedersehen. Bis dann, mein Freund.",但是，我相信我们会再见的。再见吧，我的朋友。,,,Info_Gorn_RUINVICTORY_09_06,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:905,Ich habe Diego und Milten vor dem Alten Lager getroffen!,我在旧营地前面遇见了迪哥和米尔顿！,,,Info_Gorn_DIEGOMILTEN.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:918,Ich habe Diego und Milten vor dem Alten Lager getroffen!,我在旧营地前面遇见了迪哥和米尔顿！,,,Info_Gorn_DIEGOMILTEN_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:919,Eine gute Nachricht!,好消息！,,,Info_Gorn_DIEGOMILTEN_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:920,Sie wollen sich mit dir und Lester treffen. An eurem üblichen Treffpunkt.,他们想见你和莱斯特。在你们的老地方见。,,,Info_Gorn_DIEGOMILTEN_15_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:921,Danke. In diesen turbulenten Zeiten sind gute Freunde unersetzlich.,谢谢。帮助陷入困境中的好朋友，是最有价值的事。,,,Info_Gorn_DIEGOMILTEN_09_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:922,Auch du gehörst mittlerweile schon fast zu uns. Auf dich ist Verlass!,你就像我们自己人一样。很可信！,,,Info_Gorn_DIEGOMILTEN_09_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:946,Was hast du in der Freien Mine gesehen?,你在自由矿坑看见什么了？,,,Info_Gorn_FREEMINE.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:960,Was hast du in der Freien Mine gesehen?,你在自由矿坑看见什么了？,,,Info_Gorn_FREEMINE_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:961,"Nachdem ich von der Klosterruine zurückkam, wollte ich einen Abstecher zu Okyl, dem Boss der Freien Mine, machen.",我从废弃的修道院返回后，就想拜访一下自由矿坑的老板欧凯。,,,Info_Gorn_FREEMINE_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:962,"Doch als ich ankam, lagen überall Leichen herum.",但是当我到那里时，却发现到处都是尸体。,,,Info_Gorn_FREEMINE_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:963,"Ich konnte gerade noch sehen, wie sich einige Gardisten im Mineneingang verschanzten.",我查看了矿坑入口处的守卫。,,,Info_Gorn_FREEMINE_09_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:964,Wie konnten so viele Söldner zwei Dutzend Gardisten unterliegen?,这么多的佣兵怎么能被仅仅两打守卫击败了呢？,,,Info_Gorn_FREEMINE_15_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:965,"Sah mir sehr nach einem Angriff aus dem Hinterhalt aus! Niemand hätte erwartet, dass Angreifer über die Berge kommen würden.",看起来像是一次伏击战。没有人会以为袭击者能穿过这些山。,,,Info_Gorn_FREEMINE_09_06,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:966,Das Überraschungsmoment kann die Stärke einer Truppe vervielfachen.,奇袭可以增加军队的力量。,,,Info_Gorn_FREEMINE_09_07,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:978,Was hast du jetzt vor?,现在你有打算吗？,,,Info_Gorn_GUARDNC.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:991,Was hast du jetzt vor?,现在你有打算吗？,,,Info_Gorn_GUARDNC_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:992,Die gesamte Verteidigung unseres Lagers muss nun umgestellt werden. Das braucht Zeit.,必须更改我们的整套防御策略。那将需要一段时间。,,,Info_Gorn_GUARDNC_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:993,"Bis Lee und seine Leute so weit sind, werde ich mich erst mal Cords provisorischen Wachposten anschließen.",当黎翌和他的人准备好了时，我就会加入寇德的临时护卫队。,,,Info_Gorn_GUARDNC_09_03,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:994,Plant ihr einen Gegenschlag?,你打算反击吗？,,,Info_Gorn_GUARDNC_15_04,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:995,"Noch nicht, aber der Tag wird kommen!",现在不行，但是那一天会来的。,,,Info_Gorn_GUARDNC_09_05,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:996,"Wenn du mich suchst, gehe von hier in Richtung Mine. Dort werde ich meinen Posten beziehen.",如果你要找我，那么就到矿坑来吧。我会在那儿站岗的。,,,Info_Gorn_GUARDNC_09_06,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:1013,Wie ist die Lage?,怎么样了？,,,Info_Gorn_GUARDNCRUNNING.description,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:1027,Wie ist die Lage?,怎么样了？,,,Info_Gorn_GUARDNCRUNNING_15_01,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:1028,Alles ruhig. In der Freien Mine rührt sich nichts.,一切都很安静。自由矿坑没有一点动静。,,,Info_Gorn_GUARDNCRUNNING_09_02,,
Scripts/content/Story/MISSIONS/DIA_PC_Fighter.d:1029,"Lee ist noch damit beschäftigt, unsere Verteidigung zu organisieren!",黎翌仍然在忙着组织我们的防御！,,,Info_Gorn_GUARDNCRUNNING_09_03,,
