Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/AI/Monster/Mst_Scavenger.d:8,Scavenger,食尸鸟,,,Mst_Default_Scavenger.name,,
Scripts/content/AI/Monster/Mst_Scavenger.d:110,junger Scavenger,小食尸鸟,,,YScavenger.name,,
Scripts/content/AI/Monster/Mst_Shadowbeast.d:8,Schattenläufer,黑兽,,,Mst_Default_Shadowbeast.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:8,Skelett,骷髅,,,Mst_Default_Skeleton.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:175,Skelett Späher,骷髅侦察员,,,SkeletonScout.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:205,Skelett Krieger,骷髅战士,,,SkeletonWarrior.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:237,Skelett Magier,骷髅法师,,,SkeletonMage.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:276,Skelett Magier des Nebelturms,雾塔骷髅法师,,,SkeletonMage_fogtower.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:376,Skelett Krieger,骷髅战士,,,SummonedByPC_SkeletonWarrior.name,,
Scripts/content/AI/Monster/Mst_Skeleton.d:409,Skelett Krieger,骷髅战士,,,SummonedByNPC_SkeletonWarrior.name,,
Scripts/content/AI/Monster/Mst_Sleeper.d:8,Der Schläfer,沈睡者,,,Mst_Default_Sleeper.name,,
Scripts/content/AI/Monster/Mst_Snapper.d:8,Snapper,野狗,,,Mst_Default_Snapper.name,,
Scripts/content/AI/Monster/Mst_Swampshark.d:8,Sumpfhai,沼泽巨虫,,,Mst_Default_Swampshark.name,,
Scripts/content/AI/Monster/Mst_Swampshark.d:104,verletzter Sumpfhai,受伤的沼泽巨虫,,,HurtSwampshark.name,,
Scripts/content/AI/Monster/Mst_Troll.d:8,Troll,巨人,,,Mst_Default_Troll.name,,
Scripts/content/AI/Monster/Mst_Troll.d:104,junger Troll,小巨人,,,YoungTroll.name,,
Scripts/content/AI/Monster/Mst_UndeadOrcShaman.d:8,Hohepriester,高等牧师,,,Mst_Default_UndeadOrcShaman.name,,
Scripts/content/AI/Monster/Mst_UndeadOrcWarrior.d:8,Tempelwächter,神殿守卫,,,Mst_Default_UndeadOrcWarrior.name,,
Scripts/content/AI/Monster/Mst_UndeadOrcWarrior.d:103,Hoher Tempelwächter,高级神殿守卫,,,UndeadOWH.name,,
Scripts/content/AI/Monster/Mst_Waran.d:8,Waran,蜥蜴,,,Mst_Default_Waran.name,,
Scripts/content/AI/Monster/Mst_Wolf.d:8,Wolf,狼,,,Mst_Default_Wolf.name,,
Scripts/content/AI/Monster/Mst_Zombie.d:8,Zombie,巫蛇,,,Mst_Default_Zombie.name,,
Scripts/content/AI/Monster/Mst_Zombie.d:208,Der Wächter,护卫者,,,ZombieTheKeeper.name,,
