Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:47,"Ich glaube, ich sollte besser zu denen gehen, als mir weiter für Gomez den Rücken krumm zu schuften.",我想我最好去那里，而不是为葛梅兹辛勤劳动。,,,DIA_Dusty_Hello_03_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:59,Dir gefällt's hier nicht? Wieso gehst du dann nicht einfach?,你不喜欢这里吗？你为什么要走呢？,,,DIA_Dusty_WhyNotLeave.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:73,Dir gefällt's hier nicht? Wieso gehst du dann nicht einfach?,你不喜欢这里吗？你为什么要走呢？,,,DIA_Dusty_WhyNotLeave_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:74,"Weil ich nicht sicher bin, was mich da erwartet. Ich habe 'nen Kumpel hier gehabt - Melvin heißt er. Er ist vor einer Woche ins Sektenlager abgehauen.",因为我在这里没有什么可以期望的了。我在这里有一个好朋友，他的名字叫梅尔威。他于一周前就去学派学地了。,,,DIA_Dusty_WhyNotLeave_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:75,"Aber ich habe seitdem nichts mehr von ihm gehört. Und so lange sich das nicht ändert, bleibe ich besser hier!",但是从那时起，我就没有听说过他了。只要我得不到他的消息，我就会一直呆在这儿！,,,DIA_Dusty_WhyNotLeave_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:91,Ich war im Lager der Sekte und hab' Melvin getroffen.,我是学派学地的人。我遇见过梅尔威。,,,DIA_Dusty_MetMelvin.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:104,Ich war im Lager der Sekte und hab' Melvin getroffen.,我是学派学地的人。我遇见过梅尔威。,,,DIA_Dusty_MetMelvin_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:105,Und? Was sagt er?,什么？他说什么了？,,,DIA_Dusty_MetMelvin_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:106,"Es gefällt ihm anscheinend besser, als sich von den Gardisten schikanieren zu lassen.",显然，他非常喜欢那里。,,,DIA_Dusty_MetMelvin_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:107,"Hey, Mann! Er hat den ganzen Spaß ohne mich? Ich muss da hin. Aber ich komme nie aus dem Lager raus.",嘿！年轻人！他好吗？我必须去那里。但是我不能出去营地。,,,DIA_Dusty_MetMelvin_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:108,So? Warum nicht?,真的？为什么？,,,DIA_Dusty_MetMelvin_15_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:109,"Die Gardisten haben spitz gekriegt, dass ich mich verdrücken will - schätze, ich hab' zu viel geredet.",那些守卫 已经意识到我想离开了，我猜我可能说的太多了。,,,DIA_Dusty_MetMelvin_03_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:110,"Ich bräuchte mindestens 100 Erz, um die Wachen zu bestechen.",我至少需要１００个矿石去贿赂那些守卫。,,,DIA_Dusty_MetMelvin_03_06,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:122,"Was wäre, wenn ich dir die 100 Erz für die Wachen geben würde?",如果我给你１００个矿石，又如何？,,,DIA_Dusty_Offer100Ore.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:136,"Was wäre, wenn ich dir die 100 Erz für die Wachen geben würde?",如果我给你１００个矿石，又如何？,,,DIA_Dusty_Offer100Ore_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:137,Das würdest du tun? Warum?,你给我？为什么？,,,DIA_Dusty_Offer100Ore_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:138,"Nun, sagen wir mal, du bist nicht der einzige, der dein dummes Grinsen gerne im Sektenlager sehen würde.",好，让我告诉你，你不是唯一想去学派学地的人。,,,DIA_Dusty_Offer100Ore_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:139,"Soll das heißen, du willst mit mir dahin gehen?",你的意思是你想跟着我来？,,,DIA_Dusty_Offer100Ore_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:151,Ich WERDE mit dir zum Sektenlager gehen.,我想和你一起去学派学地。,,,DIA_Dusty_IWouldGo.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:164,Ich WERDE mit dir zum Sektenlager gehen.,我想和你一起去学派学地。,,,DIA_Dusty_IWouldGo_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:165,"Gut, Mann! Ich bin bereit. Wir können los, sobald du so weit bist.",好，年轻人！我准备好了。我们可以出发了。,,,DIA_Dusty_IWouldGo_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:166,Aber vergiss nicht - wir brauchen 100 Erz für die Wachen.,但是不要忘了－－我们需要给守卫１００个矿石。,,,DIA_Dusty_IWouldGo_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:184,Ich bin bereit - lass uns gehen.,准备好了，走吧！,,,DIA_Dusty_LetsGo.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:200,Ich bin bereit - lass uns gehen.,准备好了，走吧！,,,DIA_Dusty_LetsGo_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:201,Okay - lass uns durchs Südtor gehen - auf keinen Fall durchs Nordtor - die Wachen dort lassen sich garantiert nicht bestechen.,好吧－－我们走南门吧。不能走北门，因为那里的守卫不可能接受贿赂。,,,DIA_Dusty_LetsGo_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:202,Und die Sache mit dem Erz regelst du am besten - ich bin nicht sehr gut in so was.,也许你应该负责矿石的事，因为我不太擅长那种事情。,,,DIA_Dusty_LetsGo_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_524_Dusty.d:203,Gut - also los!,好－－我们走！,,,DIA_Dusty_LetsGo_15_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:33,Hallo!,你好！,,,DIA_Guy_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:46,Hallo!,你好！,,,DIA_Guy_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:47,"Hm? Dich hab' ich hier noch nie gesehen - du bist neu hier, oder?",唔？我以前没见过你－－你是新来的吧？,,,DIA_Guy_Hello_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:48,Vor kurzem angekommen ...,最近刚到．．．,,,DIA_Guy_Hello_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:49,"Hast du dir schon überlegt, welchem Lager du dich anschließen willst?",你决定加入哪个营地了吗？,,,DIA_Guy_Hello_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:50,"Nein, was würdest du mir raten?",没有，你意下如何？,,,DIA_Guy_Hello_15_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:51,Kommt drauf an - jedes Lager hat seine Vorteile - denke ich.,嗯，我猜那要看看每个营地的优势了。,,,DIA_Guy_Hello_03_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:52,"Bist du dir's überlegt hast, kannst du hier wohnen - ist gerade 'ne Hütte freigeworden.",在你下定决心前，你可以呆在这里－－一个小屋会有用的。,,,DIA_Guy_Hello_03_06,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:65,Was sind die Vorteile des Alten Lagers?,旧营地的优势是什么？,,,DIA_Guy_AdOC.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:78,Was sind die Vorteile des Alten Lagers?,旧营地的优势是什么？,,,DIA_Guy_AdOC_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:79,"Wenn du den Gardisten dein Schutzgeld zahlst, hast du ein ruhiges Leben. Sie mischen sich in alle Kämpfe ein, in denen jemand angegriffen wird, den sie beschützen.",如果你想付保护费给那些守卫，你可以到那里去。如果付了钱的采矿工被人打了，他们就会出面干涉。,,,DIA_Guy_AdOC_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:80,Außerdem kommt man nur hier günstig an Außenwelt-Waren. In den anderen Lagern sind diese Sachen unbezahlbar.,此外，你可以得到来自外界的便宜货。这些东西是其他营地不能提供的。,,,DIA_Guy_AdOC_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:83,"Ich denke, ich hab' genug über's alte Lager gehört...",我想旧营地的事，我已经听得够多了。,,,DIA_Guy_AdOC.DIA_Guy_AdOC_BACK,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:84,Was sind hier wertvolle Waren?,这里有什么宝贵的货物？,,,DIA_Guy_AdOC.DIA_Guy_AdOC_Warez,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:85,"Und was ist, wenn zwei Leute kämpfen, die beide Schutzgeld zahlen?",如果打架的两个人都付过保护费，那该怎么办？,,,DIA_Guy_AdOC.DIA_Guy_AdOC_Protection,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:90,"Ich denke, ich hab' genug über's Alte Lager gehört...",我想旧营地的事，我已经听得够多了。,,,DIA_Guy_AdOC_BACK_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:91,"Also, mir gefällt's hier.",我喜欢这里。,,,DIA_Guy_AdOC_BACK_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:97,Was sind hier wertvolle Waren?,这里有什么宝贵的货物？,,,DIA_Guy_AdOC_Warez_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:98,"Alles, was aus der Außenwelt kommt. Brot, Käse, Schinken und vor allem Bier und Wein - nicht der billige Reisschnaps aus dem Neuen Lager, sondern richtig guter Stoff.",每件东西都来自外部世界。面包、乳酷、咸肉，最主要的是还有啤酒和白酒－－不是新营地的便宜米酒。,,,DIA_Guy_AdOC_Warez_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:99,Für Waffen bekommt man fast immer was und Rüstungen sind RICHTIG teuer.,你总是能得到一种很高价钱的武器，而且盔甲也是十分贵重的。,,,DIA_Guy_AdOC_Warez_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:100,"Die Gardisten haben sich die alten Rüstungen der Aufseher unter den Nagel gerissen, nachdem sie sie alle umgebracht hatten.",那些守卫在杀死守卫后，会拿走他们的旧盔甲。,,,DIA_Guy_AdOC_Warez_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:101,"Diese Rüstungen sind so was wie ihr Erkennungszeichen, die verkaufen sie nur an ihresgleichen, da kommst du als Fremder gar nicht ran.",他们把盔甲只卖给其他的守卫，决不会卖给外界的人。,,,DIA_Guy_AdOC_Warez_03_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:106,"Und was ist, wenn zwei Leute kämpfen, die beide Schutzgeld zahlen?",如果打架的两个人都付过保护费，那该怎么办？,,,DIA_Guy_AdOC_Protection_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:107,"Dann sehen sich die Gardisten das in aller Seelenruhe an. Aber wehe, wenn der eine den anderen umbringt. Dann ist er selber dran!",守卫们会在一旁观看，直到其中的一个被另一个杀死了。然后，他们才会帮他。,,,DIA_Guy_AdOC_Protection_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:119,Was spricht für das Neue Lager?,新营地的优势是什么？,,,DIA_Guy_AdNC.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:132,Was spricht für das Neue Lager?,新营地的优势是什么？,,,DIA_Guy_AdNC_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:133,"Wenn du kein Problem damit hast, wegen einem Stück Brot die Kehle durchgeschnitten zu kriegen, bist du da richtig!",如果你觉得把你的喉咙切成一片片很酷的话，你应该到那儿去。,,,DIA_Guy_AdNC_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:134,Nein - ganz so schlimm ist es nicht. Aber es geht anders zu als hier.,不－－没那么严重。但是它和这里是不同的。,,,DIA_Guy_AdNC_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:135,"Hier sorgt Gomez dafür, das alles halbwegs ruhig bleibt. Im Neuen Lager gibt es kein Gesetz.",有这里，葛梅兹把一切都管理得井然有序，一切都很和平。在新营地却是没有法律的。,,,DIA_Guy_AdNC_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:136,"Die einzigen, die mächtig genug wären, den Laden zu schmeißen, sind die Wassermagier, und die forschen den ganzen Tag an der Barriere herum.",唯有强大的水界法师才能有权说话，但是他们忙于整天都在忙着研究屏障。,,,DIA_Guy_AdNC_03_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:148,Warum sollte ich mich der Sekte anschließen?,为什么应该加入兄弟会？,,,DIA_Guy_AdST.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:161,Warum sollte ich mich der Sekte anschließen?,为什么应该加入兄弟会？,,,DIA_Guy_AdST_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:162,"Tja, das fragst du am besten einen, der von dort kommt.",嗯，你最好问问来自学派学地的人。,,,DIA_Guy_AdST_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:163,"Es sind immer einige Novizen im Lager, die können dir sicher 'ne Menge über die Sekte erzählen.",在营地里有几个见习修士，我相信他们可以告诉你学派学地的许多事。,,,DIA_Guy_AdST_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:164,"Ich war selbst nie da. Aber nach allem, was man hört, sollen sie sehr großzügig sein.",我从来没有去过那里。但是依照你的这番话看来，他们一定是什么慷慨的。,,,DIA_Guy_AdST_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:165,Keines der drei Lager scheint so dringend neue Leute zu brauchen wie das der Sekte.,三个营地里，只有学派学地最需要新来的人。,,,DIA_Guy_AdST_03_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:178,Welche von den Hütten kann ich für mich nehmen?,我可以住在哪一个小屋里？,,,DIA_Guy_MyOwnHut.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:191,Welche von den Hütten kann ich für mich nehmen?,我可以住在哪一个小屋里？,,,DIA_Guy_MyOwnHut_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_530_Guy.d:193,Die Hütte da oben mit dem kleinen Vordach ist frei.,那边，有一个有几块天篷的小屋是空着的。,,,DIA_Guy_MyOwnHut_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_534_Buddler.d:34,Warum bist du hier und nicht im Lager?,你为什么到这儿，而不去营地？,,,DIA_Vlk_534_LeaveMe.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_534_Buddler.d:44,Warum bist du hier und nicht im Lager?,你为什么到这儿，而不去营地？,,,DIA_Vlk_534_LeaveMe_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_534_Buddler.d:45,"Ich warte darauf, dass ein Kumpel von mir aus der Mine kommt. Er schuldet mit noch Erz.",我在等一个从矿坑回来的朋友。他欠我一些矿石。,,,DIA_Vlk_534_LeaveMe_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_534_Buddler.d:46,Ohne das Erz kann ich mich nicht im Lager sehen lassen - sonst kann ich den Gardisten kein Schutzgeld zahlen und dann kann die Sache für einen ziemlich unangenehm werden.,我在营地里找不到矿石－－我付不起守卫的保护费，这样对我来说事情就会真正地麻烦。,,,DIA_Vlk_534_LeaveMe_02_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:48,"Wie oft hab' ich euch Pennern gesagt, rennt nicht durch meine Hütte.",我总是告诉他们，不要毁坏我的屋子！,,,DIA_Kyle_HutRage_10_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:61,Was ist dein Problem?,你怎么了？,,,DIA_Kyle_Problem.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:71,Was ist dein Problem?,你怎么了？,,,DIA_Kyle_Problem_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:72,"Mann, lass mich bloß in Ruhe! Jeder hier hat ein Problem mit mir!",不要管我！每个人都找我的麻烦！,,,DIA_Kyle_Problem_10_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:73,"Es fing alles damit an, dass ich meine Hütte gebaut hab'.",当我建屋子时，一切就开始了。,,,DIA_Kyle_Problem_10_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:74,"Bau deine Hütte nicht an den Graben, haben sie gesagt.",人们常说不要在水沟旁边建造你的房屋。,,,DIA_Kyle_Problem_10_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:75,"Aber keiner von den Pennern hat mir gesagt, was passiert, wenn ich es doch tue.",但这些坏蛋没人告诉我，如果我仍然那么做，会有什么后果。,,,DIA_Kyle_Problem_10_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:76,"Als ich vor ein paar Tagen aus der Mine wiederkam, hatte ich 'ne zweite Tür.",几天前，当我从矿坑里回来时，一切都变了。,,,DIA_Kyle_Problem_10_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:77,"Diese Schweine. Ich hasse sie. Ich kann dir gar nicht sagen, wie ich sie hasse!",那些猪！我恨他们。我不能告诉你，我有多么得恨他们。,,,DIA_Kyle_Problem_10_06,,
Scripts/content/Story/MISSIONS/DIA_Vlk_536_Kyle.d:78,Jetzt rennt jeder durch meine Hütte. Jeder Arsch.,现在每个人都可穿过我的屋子。每个白痴！,,,DIA_Kyle_Problem_10_07,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:33,"Wie's aussieht, beherrschst du dein Handwerk.",看起来你好像知道你在做什么。,,,DIA_Huno_YouKnowYourJob.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:43,"Wie's aussieht, beherrschst du dein Handwerk.",看起来你好像知道你在做什么。,,,DIA_Huno_YouKnowYourJob_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:44,Bisher hat sich noch niemand beschwert.,没有人解释过。,,,DIA_Huno_YouKnowYourJob_09_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:45,"Aber das will ich auch keinem raten. Jeder Pisser hier braucht ein Schwert, und das kriegen sie von mir.",但无论如何那是一个坏主意。每个来这里的白痴都需要一把剑，那就是他们从我这里得到的东西。,,,DIA_Huno_YouKnowYourJob_09_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:57,Wie lange brauchst du für eine Klinge?,造一把剑要花费你多长时间？,,,DIA_Huno_HowLong.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:70,Wie lange brauchst du für eine Klinge?,造一把剑要花费你多长时间？,,,DIA_Huno_HowLong_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:71,"Kommt drauf an. Ein einfaches Schwert mach' ich dir schneller, als deine müden Augen zuschauen können.",那要看什么样的剑了。简单的剑呢，我会像飓风一样快。,,,DIA_Huno_HowLong_09_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:72,"Vorausgesetzt, du motivierst mich mit einer entsprechenden Bezahlung.",当然如果给的价钱能激发我的动力，不会更快。,,,DIA_Huno_HowLong_09_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:73,So'n Spinner wie der Whistler muss aber meistens länger auf sein Schmuckstück warten.,像威斯特那样怪异的人，通常必须比其他人等的时间长一些。,,,DIA_Huno_HowLong_09_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:74,Wieso? Bezahlt er nicht gut?,为什么？他付得钱不够吗？,,,DIA_Huno_HowLong_15_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:75,"Doch, ganz im Gegenteil. Für sein letztes Schwert hat er 150 Erz locker gemacht.",好，相反。他造上一把剑时，给了我１５０个矿石。,,,DIA_Huno_HowLong_09_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:76,"Irgendwie hat der Typ ein Faible für Ornamente und so 'nen Weiberkram, und das hat natürlich seinen Preis.",这个人像姑娘们似的，爱装饰，所以他的剑当然不会便宜。,,,DIA_Huno_HowLong_09_06,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:77,"Hey, du bist ganz schön neugierig, Freundchen.",嗨，你根本不觉得惊奇，是吗，朋友？,,,DIA_Huno_HowLong_09_07,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:90,"Na, Schmied, wie läuft das Geschäft?",好，铁匠。生意怎么样？,,,DIA_Huno_HowsYourBusiness.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:103,"Na, Schmied, wie läuft das Geschäft?",咳，铁匠，生意怎么样？,,,DIA_Huno_HowsYourBusiness_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:104,Was geht dich das an?,你为什么想知道？,,,DIA_Huno_HowsYourBusiness_09_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:105,Vielleicht habe ich einen Auftrag für dich.,我可以给你一份定单。,,,DIA_Huno_HowsYourBusiness_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:106,Ach ja? Was denn?,噢！真的吗？,,,DIA_Huno_HowsYourBusiness_09_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:107,Ich überleg's mir.,我会考虑的。,,,DIA_Huno_HowsYourBusiness_15_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:108,"Komm wieder, wenn du was brauchst, und geh mir nicht auf die Nerven.",当你确实需要什么东西，就回来找我，不要让我不安！,,,DIA_Huno_HowsYourBusiness_09_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:123,Ich würde mich selbst gern mal an deiner Schmiede versuchen.,我也想在这里工作。,,,DIA_Huno_LEARNSMITH.description,,
