Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:272,Eines Tages werde ich wieder frei sein. Dann werde ich zurückkehren und ich werde Rache nehmen.,总有一天我会自由的。然后，我要回去报仇。,,,Sld_700_Lee_DAMNPAST_Info_08_08,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:276,Ich werde mich rächen.,我要为自己报仇。,,,Sld_700_Lee_DAMNPAST_Info_08_09,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:296,Was sagst du zu der Sache mit der Mine?,你认为矿坑如何？,,,Sld_700_Lee_FMTaken.description,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:309,Was sagst du zu der Sache mit der Mine?,你认为矿坑如何？,,,DIA_Lee_FMTaken_15_00,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:313,"Sie sind zu weit gegangen, dafür werden sie büßen.",他们太过份了，他们会为此歉疚的。,,,DIA_Lee_FMTaken_08_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:317,Die Bedrohung dürfte beendet sein!,他们不应该再嚣张了！,,,Info_Lee_now_freeminefree_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:318,Du hast viel für unser Lager getan. Männer wie dich kann ich gebrauchen.,你为我们的营地做得太多了。我可以重用像你这样的人。,,,Sld_700_Lee_CHANGESIDE_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:323,Wir sehen uns.,再见！,,,Info_Exit_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:342,"Das Alte Lager hat mich verbannt, ich möchte mich euch anschließen!",旧营地不要我了，我想加入你们！,,,Sld_700_Lee_CHANGESIDE.description,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:355,"Das Alte Lager hat mich verbannt, ich möchte mich euch anschließen!",旧营地不要我了，我想加入你们！,,,Sld_700_Lee_CHANGESIDE_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:357,"Machen wir es kurz. Willkommen im Neuen Lager, SÖLDNER!",长话短说。欢迎你加入新营地，佣兵！,,,Sld_700_Lee_CHANGESIDE_Info_08_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:358,"Hier ist eine von unseren Rüstungen. Gut, dass du bei uns bist.",给你盔甲。你和我们一起真是太好了。,,,Sld_700_Lee_CHANGESIDE_Info_08_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:387,Ich brauche eine bessere Rüstung,我需要一件好些的盔甲。,,,Sld_700_Lee_ARMOR.description,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:400,Ich brauche eine bessere Rüstung.,我需要一件好些的盔甲。,,,Sld_700_Lee_ARMOR_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:401,Die Rüstungen musst du dir erst verdienen. Außerdem sind sie nicht ganz billig.,你必须先赚得自己的盔甲。,,,Sld_700_Lee_ARMOR_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:416,Ich möchte die mittelschwere Rüstung haben.,我想有一件中级盔甲。,,,Sld_700_Lee_ARMOR_M_Info_08_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:419,"Du bist noch nicht so weit, eine bessere Rüstung zu tragen. Komm wieder, wenn du erfahrener geworden bist.",你还没足够的经验去穿好些的盔甲。当你获得了更多经验时再回来吧！,,,Sld_700_Lee_ARMOR_M_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:423,Ohne Erz gibt es auch keine Rüstung.,没有矿石，你也不会得到任何盔甲。,,,Sld_700_Lee_ARMOR_M_Info_08_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:427,Diese Rüstung ist ein ordentliches Stück Arbeit. Sie wird deinen Körper gut schützen.,这件盔甲不错。它会好好保护你的。,,,Sld_700_Lee_ARMOR_M_Info_08_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:439,Gib mir die schwere Rüstung.,给我重型盔甲。,,,Sld_700_Lee_ARMOR_H_Info_08_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:442,"Du bist noch nicht so weit, die schwere Rüstung zu tragen. Komm wieder, wenn du erfahrener geworden bist.",你还没足够的经验去穿重型盔甲。当你获得了更多经验时再回来吧！,,,Sld_700_Lee_ARMOR_H_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:446,Ohne Erz gibt es auch keine Rüstung.,没有矿石，你也不会得到任何盔甲。,,,Sld_700_Lee_ARMOR_H_Info_08_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:450,"Diese Rüstung ist das Beste, was du in der Barriere bekommen kannst. Und, glaub mir, sie ist das Erz wert.",这件盔甲是屏障里最好的盔甲。相信我，它很值钱。,,,Sld_700_Lee_ARMOR_H_Info_08_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:472,Kannst du mir was beibringen?,你能教我吗？,,,Sld_700_Lee_Teach.description,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:485,Kannst du mir was beibringen?,你能教我吗？,,,Sld_700_Lee_Teach_15_00,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:486,"Ich kann dir helfen, stärker und geschickter zu werden.",我能帮你变得更强壮，更灵巧。,,,Sld_700_Lee_Teach_08_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:571,Ich möchte den Umgang mit Zweihändern lernen.,我想学会怎样使用双手剑。,,,Sld_700_Lee_ZWEIHAND1_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:575,"Nun, dann gehen wir zuerst die Grundbegriffe durch.",好，我们先来学基础吧。,,,Sld_700_Lee_ZWEIHAND1_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:576,"Halte das Schwert waagerecht. Um den Gegner mit einer großen Waffe anzugreifen, brauchst du viel Schwung.",把剑握在水平位置上，然后，你要多练习用这样一把沉重的武器以多种方式进攻。,,,Sld_700_Lee_ZWEIHAND1_Info_08_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:577,"Hole mit der Waffe aus und schlage am besten direkt von oben. Meistens reicht das aus, um den Gegner zu Boden zu strecken.",举起胳膊，用力向下砍。那样通常能够砍倒对手。,,,Sld_700_Lee_ZWEIHAND1_Info_08_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:578,"Nutze den Schwung, wenn die Waffe unten ist, um direkt wieder nach oben zu schlagen.",用剑的动力带着它后退。,,,Sld_700_Lee_ZWEIHAND1_Info_08_05,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:579,Seitliche Schläge lassen sich ausgezeichnet mit einem Zweihänder koordinieren. Damit hältst du dir die Gegner vom Hals.,双手剑能很好地把敌人挡在远处。,,,Sld_700_Lee_ZWEIHAND1_Info_08_06,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:580,Das sollte erst einmal reichen. Übe das!,开始时就应该如此做。练习一遍。,,,Sld_700_Lee_ZWEIHAND1_Info_08_07,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:613,Ich möchte mehr über den zweihändigen Kampf lernen.,我想学使用双手剑的更多知识。,,,Sld_700_Lee_ZWEIHAND2_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:617,"Ändere zunächst deine Grundhaltung. Halte das Schwert aufrecht, fasse den Griff mit beiden Händen und halte es seitlich am Körper.",首先，你需要改变你的基本姿态。垂直地握着剑，用两只手稳稳地抓住剑柄，把它放在身体的一侧。,,,Sld_700_Lee_ZWEIHAND2_Info_08_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:618,"Schlage schnell von oben und lass die Klinge über deine Schulter gleiten. Nun hast du die Möglichkeit, einen schnellen Schlag nach rechts zu machen.",快速往下挥动，将剑刃挥过你的肩膀。现在你可以快速挥砍你的右侧。,,,Sld_700_Lee_ZWEIHAND2_Info_08_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:619,"Damit bietest du dem Gegner keine Chance, an dich ranzukommen.",你的对手就不会有机会靠近你了。,,,Sld_700_Lee_ZWEIHAND2_Info_08_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:620,"Sonst schlage wieder von links oben nach vorne, um so den Gegner zurückzutreiben.",你还可以把剑从左前方上面向下击剑，驱退你的对手。,,,Sld_700_Lee_ZWEIHAND2_Info_08_05,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:621,"Eine schnelle Körperdrehung verleiht deinem nächsten Schlag die nötige Wucht, um den Gegner zu Boden zu zwingen.",旋转并且为第二次进攻积聚动力，然后击倒对手。,,,Sld_700_Lee_ZWEIHAND2_Info_08_06,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:622,"Falls das nicht ausreichen sollte, dann nutze den übrigen Schwung, um die Klinge noch einmal tanzen zu lassen.",如果效果不够好，就用保存的实力再一次挥剑砍敌。,,,Sld_700_Lee_ZWEIHAND2_Info_08_07,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:623,"Geh nach deinem Angriff in den Block und suche eine Lücke, damit du erneut zuschlagen kannst.",进攻完后，防御敌人，等待敌人出现漏洞，就可再次进攻。,,,Sld_700_Lee_ZWEIHAND2_Info_08_08,,
Scripts/content/Story/MISSIONS/DIA_Sld_700_Lee.d:624,Abwechslung in den Kampfbewegungen und Positionswechsel sind der Schlüssel zum Sieg.,成功的关键是你的姿态和位置的变化。,,,Sld_700_Lee_ZWEIHAND2_Info_08_09,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:46,"Du weißt, wo du hier hinkommst?",你知道自己在朝哪儿走吗？,,,DIA_Sld_702_First_04_00,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:47,Wohin?,哪儿？,,,DIA_Sld_702_First_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:48,"Hier geht es zu Lee, unserem Anführer.",你正面朝着我们的领导者黎翌的方向。,,,DIA_Sld_702_First_04_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:61,"Was muss ich machen, damit du mich zu Lee läßt?",我必须做什么，你才能让我拜访黎翌呢？,,,DIA_Sld_702_PERM.description,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:71,"Was muss ich machen, damit du mich zu Lee läßt?",我必须做什么，你才能让我拜访黎翌呢？,,,DIA_Sld_702_PERM_15_00,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:72,Gar nichts!,不用！,,,DIA_Sld_702_PERM_04_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:73,Das hier ist nicht das alte Lager und Lee ist nicht Gomez!,这不是旧营地，黎翌不是葛梅兹！,,,DIA_Sld_702_PERM_04_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:74,"Er braucht keine Armee von Schergen, hinter denen er sich verstecken kann. Er kann sich selber verteidigen.",他不需要一个亲信保护他。他可以保护自己。,,,DIA_Sld_702_PERM_04_03,,
Scripts/content/Story/MISSIONS/DIA_Sld_702_Soeldner.d:75,"WIR sind nur hier, falls er uns braucht.",我们只是在这儿，以备他的差遣。,,,DIA_Sld_702_PERM_04_04,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:44,HALT! Niemand darf ohne Parole passieren!,站住！没有口令，不可以通过！,,,Info_SLD_723_FirstWarn_11_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:52,Cronos hat mir die Erlaubnis gegeben!,克罗诺斯已经允许我了！,,,Info_SLD_723_FirstWarn.Info_SLD_723_Parole_CRONOS,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:53,"Keine Ahnung, hab' sie vergessen!",不知道，我忘了！,,,Info_SLD_723_FirstWarn.Info_SLD_723_Parole_FORGOT,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:54,Die Parole lautet TERIANTROCH,口令是ＴＥＲＩＡＮＴＲＯＣＨ。,,,Info_SLD_723_FirstWarn.Info_SLD_723_Parole_FALSE2,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:55,Die Parole lautet TETRIANDOCH,口令是ＴＥＴＲＩＡＮＤＯＣＨ。,,,Info_SLD_723_FirstWarn.Info_SLD_723_Parole_TRUE,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:56,Die Parole lautet TETRIDANOCH,口令是ＴＥＴＲＩＤＡＮＯＣＨ。,,,Info_SLD_723_FirstWarn.Info_SLD_723_Parole_FALSE1,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:66,Cronos hat mir die Erlaubnis gegeben!,克罗诺斯已经允许我了！,,,Info_SLD_723_Parole_CRONOS_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:67,"Wenn das so wäre, hätte er dir die Parole genannt. Verzieh dich, du Lügner!",如果真是那样，他一定给你口令了。可怜的家伙，你在说谎！,,,Info_SLD_723_Parole_CRONOS_11_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:73,"Keine Ahnung, hab' sie vergessen!",不知道，我忘了！,,,Info_SLD_723_Parole_FORGOT_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:74,"Dann komm wieder, wenn sie dir eingefallen ist und stiehl mir nicht länger meine Zeit!",那么你记起来时，再回来吧！不要浪费我的时间！,,,Info_SLD_723_Parole_FORGOT_11_02,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:80,Die Parole lautet TETRIDANOCH.,口令是ＴＥＴＲＩＤＡＮＯＣＨ。,,,Info_SLD_723_Parole_FALSE1_15_01,,
Scripts/content/Story/MISSIONS/DIA_Sld_723_GuardPassage.d:81,FALSCH!,错！,,,Info_SLD_723_Parole_FALSE1_11_02,,
