location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:156,Erzähl mir was über die Gilden.,请给我讲讲议会。,,,DIA_Lester_CampInfo_GIL_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:157,"Die Gurus bilden die oberste Gilde. Sie sind der Geist des Lagers, denn ihre Macht ist groß. Die Templer benutzen ihre geistige Stärke im Kampf.",导师们组成了最高议会。他们是这个营地的精神力量，所以拥有最强大的能力。圣战士会在战斗中使用他们的精神能量。,,,DIA_Lester_CampInfo_GIL_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:158,"Sie haben einen unbezwingbaren Willen. Leg dich besser NIE mit ihnen an. Ich selber gehöre zu den Novizen. Wir beten zum Schläfer und verrichten die Arbeiten, die hier im Lager anfallen.",他们有一种不屈不挠的意志力。你应该决不去惹他们的麻烦。我呢，是一名见习修士。我们祈祷沈睡者，并在营地里做所有的工作。,,,DIA_Lester_CampInfo_GIL_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:159,"Einige der Novizen werden als Gurus aufgenommen, aber dazu gehört eine viele Jahre lange Ausbildung.",一些见习修士被允许加入导师，但是要做到那一点，你必须学习很多年才行。,,,DIA_Lester_CampInfo_GIL_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:164,Was hat es mit dem Schläfer auf sich?,你能给我讲讲沈睡者的情况吗？,,,DIA_Lester_CampInfo_SLEEPER_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:165,Der Schläfer ist ein göttliches Wesen. Er schenkt uns Visionen - zumindest den Gurus.,沈睡者是一位神灵。他能给人造成预言－－至少对导师可以。,,,DIA_Lester_CampInfo_SLEEPER_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:166,"Wir beten zu ihm, denn er wird uns allen die Freiheit schenken.",我们为了自由而祈祷他。,,,DIA_Lester_CampInfo_SLEEPER_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:167,Und daran glaubst du?,你相信吗？,,,DIA_Lester_CampInfo_SLEEPER_15_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:168,"Hey, ich bin seit zwei Jahren in der Barriere. Weißt du überhaupt wie lange ZWEI JAHRE sein können?",嘿，我已经进来屏障两年了。你知道两年是多长时间吧？,,,DIA_Lester_CampInfo_SLEEPER_05_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:169,"Du kannst dir nicht vorstellen, was ich alles bereit bin zu glauben und zu machen, damit ich hier wieder raus komme!",你无法想象，为了能离开这里，我是多么相信，多么忠实于沈睡者！,,,DIA_Lester_CampInfo_SLEEPER_05_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:174,Was weißt du über das Kraut?,你知道沼泽烟草的情况吗？,,,DIA_Lester_CampInfo_HERB_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:175,"Nun, das Kraut wächst im Sumpf. Es muss natürlich noch verarbeitet werden, damit man es rauchen kann. Das machen wir Novizen.",嗯，沼泽烟草生长在沼泽地里。当然在它被吸前，是必须要加工的。那是我们见习修士做的事。,,,DIA_Lester_CampInfo_HERB_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:176,"Das Kraut hat eine beruhigende und entspannende Wirkung. Es hilft dir, dich auf das Wesentliche zu konzentrieren und dein Bewusstsein zu öffnen.",沼泽烟草有平静和放松的效用。它们可以帮助你集中精力并提高你的意识。,,,DIA_Lester_CampInfo_HERB_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:177,"Wir tauschen es gegen Waren aus den anderen Lagern und benutzen es, um neue Leute anzuwerben.",我们用它们和旧营地交换货物。我们也用它们来征募新人。,,,DIA_Lester_CampInfo_HERB_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:178,"Das führt natürlich dazu, dass viele Leute nur wegen des Krauts zu uns kommen. Na ja, immerhin helfen sie bei den anfallenden Arbeiten.",结果当然是，只有一些人加入我们是为了沼泽烟草。嗯，至少他们可以帮助我们工作。,,,DIA_Lester_CampInfo_HERB_05_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:190,Ich will mich der Bruderschaft anschließen!,我想成为兄弟会的一员！,,,DIA_Lester_WannaJoin.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:204,Ich will mich der Bruderschaft anschließen!,我想成为兄弟会的一员！,,,DIA_Lester_WannaJoin_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:205,"Cor Kalom entscheidet, ob du bereit bist, in die Bruderschaft einzutreten.",寇尔卡隆决定是否允许你加入兄弟会。,,,DIA_Lester_WannaJoin_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:206,Aber er verlässt sich auf den Rat der anderen Gurus. Baal Namib hier ist einer von ihnen.,但是他会信赖于其他导师的意见。那边的巴尔．那米就是一名导师。,,,DIA_Lester_WannaJoin_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:207,"Du wirst dich erst als würdig erweisen müssen, dann wird dich einer der Gurus zu Cor Kalom schicken.",首先，你必须证明自己的价值。然后，一名导师就会派你去见寇尔卡隆。,,,DIA_Lester_WannaJoin_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:219,"Wie soll das funktionieren, wenn keiner der Gurus mit mir redet?",如果没有导师和我交谈，事情该怎么办？,,,DIA_Lester_HowProofWorthy.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:233,"Wie soll das funktionieren, wenn keiner der Gurus mit mir redet?",如果没有导师和我交谈，事情该怎么办？,,,DIA_Lester_HowProofWorthy_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:234,"Es hat vielleicht nicht den Anschein, aber die Gurus beobachten genau, was du hier im Lager tust.",不会的，但是导师们会留意你在营地里做的每件事。,,,DIA_Lester_HowProofWorthy_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:235,"Wenn sie der Meinung sind, dass du dich um unsere Gemeinschaft verdient gemacht hast, werden sie dich ansprechen.",如果他们认为你应当成为社团中的一员了，他们就会告诉你。,,,DIA_Lester_HowProofWorthy_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:236,"Hier im Lager werden sich sicher Gelegenheiten bieten, dich als würdig zu erweisen.",在营地里，你是机会证明自己价值的。,,,DIA_Lester_HowProofWorthy_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:254,"Wie bringe ich deinen Meister dazu, mit mir zu reden?",我怎么能让你的主人和我交谈呢？,,,DIA_Lester_WeitWeg.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:270,"Wie bringe ich deinen Meister dazu, mit mir zu reden?",我怎么能让你的主人和我交谈呢？,,,DIA_Lester_WeitWeg_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:271,"Du musst wissen, was er hören will.",你必须知道他想听。,,,DIA_Lester_WeitWeg_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:272,Nämlich?,那是？,,,DIA_Lester_WeitWeg_15_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:273,"Pass auf: Wenn wir beide das nächste Mal bei ihm sind, sprichst du mich an, und wir unterhalten uns ein bisschen.",听着：当我们下一次和他一起时，你就要通知我，然后我们会谈一会儿话。,,,DIA_Lester_WeitWeg_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:274,"Baal Namib macht sich zurzeit große Sorgen, weil viele Novizen nicht nur zum Schläfer beten, sondern auch noch zu ihren alten Göttern.",巴尔．那米很担心，因为许多见习修士不仅不祈祷沈睡者，而且还信奉他们先前的神。,,,DIA_Lester_WeitWeg_05_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:275,"Du erzählst mir, dass du den alten Göttern abgeschworen hast, und jetzt nur noch den Schläfer anrufst.",你要告诉我，你已经同以前的神灵断绝关系了，以后你只会祈祷沈睡者。,,,DIA_Lester_WeitWeg_05_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:276,"Daraufhin werde ich dich fragen, was dich dazu bewogen hat, und du sagst, du hattest eine Vision, in der der Schläfer dich zu sich gerufen hat.",那么，我问你，你为什么这样决定，并且还有沈睡者召唤你的预言？,,,DIA_Lester_WeitWeg_05_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:277,"Das sollte sein Interesse wecken. Denkst du, du kriegst das hin?",那样他会有兴趣的。你以为你会那样做吗？,,,DIA_Lester_WeitWeg_05_07,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:278,Kein Problem.,没问题。,,,DIA_Lester_WeitWeg_15_08,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:311,"AH! GUT, DICH WIEDER ZU TREFFEN. WIE IST ES DIR ERGANGEN?",哈！很高兴又见到你。你一直在忙什么？,,,DIA_Lester_ShowHallo_05_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:323,Ich habe den alten Göttern abgeschworen.,我已与先前信奉的神断了关系。,,,DIA_Lester_Show.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:337,ICH HABE DEN ALTEN GÖTTERN ABGESCHWOREN.,我与以前信奉的神灵断绝关系了。,,,DIA_Lester_Show_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:338,EHRLICH? WIE KOMMST DU ZU DIESR ENTSCHEIDUNG?,真的吗？你怎么那样做了？,,,DIA_Lester_Show_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:339,ICH HATTE EINE VISION. DER SCHLÄFER HAT ZU MIR GESPROCHEN.,我有了一个预言：沈睡者和我说话。,,,DIA_Lester_Show_15_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:340,WAS HAT ER GESAGT?,他说什么了？,,,DIA_Lester_Show_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:341,"ER SAGTE, GEH IN DAS LAGER IM SUMPF UND SCHLIESS DICH DER BRUDERSCHAFT AN.",他说：去沼泽地里的营地，加入兄弟会吧。,,,DIA_Lester_Show_15_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:342,"DU BIST EIN SEHR REICHER MANN, FREMDER, DER SCHLÄFER BELOHNT NICHT VIELE AUF DIESE WEISE.",你是一个很富有的人，陌生人。沈睡者不会这样给许多人报酬的。,,,DIA_Lester_Show_05_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:358,Wie kann ich mich hier im Lager zurechtfinden?,我怎么在营地里认路？,,,DIA_Lester_GuideOffer.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:372,Wie kann ich mich hier im Lager zurechtfinden?,我怎么在营地里认路？,,,DIA_Lester_GuideOffer_15_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:373,Ich kann dir die wichtigen Orte zeigen.,我可以带你去最重要的地方。,,,DIA_Lester_GuideOffer_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:388,Sind wir gleich da?,我们快到了吗？,,,PC_Psionic_SOON.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:403,Sind wir gleich da?,我们快到了吗？,,,PC_Psionic_SOON_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:404,"Wenn du aufhörst, mich zu fragen, geht es schneller.",如果你问我，我会告诉你，我们就快到了。,,,PC_Psionic_SOON_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:416,Ich habe es mir anders überlegt,我改变主意了。,,FALSE,PC_Psionic_CHANGE.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:431,Ich habe es mir anders überlegt.,我改变主意了。,,,PC_Psionic_CHANGE_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:432,"Du weißt ja, wo du mich finden kannst.",我猜你知道到哪儿去找我。,,,PC_Psionic_CHANGE_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:446,Zeig mir den Weg...,给我指路吧．．．,,,PC_Psionic_GUIDEFIRST.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:461,Zeig mir den Weg ...,给我指路吧．．．,,,PC_Psionic_GUIDEFIRST_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:467,zurück zum Hauptor,返回主大门,,,PC_Psionic_GUIDEFIRST.PC_Psionic_GUIDEFIRST_MAINGATE,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:468,zur Schmiede,去铁匠铺,,,PC_Psionic_GUIDEFIRST.PC_Psionic_GUIDEFIRST_SMITH,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:469,zum Tempel,去神殿,,,PC_Psionic_GUIDEFIRST.PC_Psionic_GUIDEFIRST_TEMPEL,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:470,zu den Lehrern,去助教室,,,PC_Psionic_GUIDEFIRST.PC_Psionic_GUIDEFIRST_TRAIN,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:471,zum Alchemielabor,去炼金实验室,,,PC_Psionic_GUIDEFIRST.PC_Psionic_GUIDEFIRST_HERB,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:485,... zur Schmiede.,．．．去铁匠铺。,,,PC_Psionic_GUIDEFIRST_SMITH_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:486,folge mir!,跟我走！,,,PC_Psionic_GUIDEFIRST_SMITH_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:494,... zum Tempel.,．．．去神殿。,,,PC_Psionic_GUIDEFIRST_TEMPEL_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:495,folge mir!,跟我走！,,,PC_Psionic_GUIDEFIRST_TEMPEL_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:503,... zu den Lehrern.,．．．去助教室。,,,PC_Psionic_GUIDEFIRST_TRAIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:504,folge mir!,跟我走！,,,PC_Psionic_GUIDEFIRST_TARIN_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:512,... zum Alchemielabor!,．．．去炼金实验室！,,,PC_Psionic_GUIDEFIRST_HERB_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:513,folge mir!,跟我走！,,,PC_Psionic_GUIDEFIRST_HERB_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:545,Hier unten findest du Baal Cadar. Er unterrichtet die Novizen.,从那儿下去，你就会找到巴尔．卡塔尔。他教那些见习修士们。,,,PC_Psionic_TRAIN_Info_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:548,"Die Leiter rauf kommst du zum Übungsplatz der Templer. Ich warte hier auf dich. Wenn du trödelst, dann triffst du mich wieder bei Baal Namib am Eingang des Lagers.",爬上这架梯子，你就会进入圣战士的训练基地。我会在这儿等你的。如果你跟不上了，我就会在营地的入口处和巴尔．那米等着你。,,,PC_Psionic_TRAIN_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:578,"Hier ist der Tempel! Ich werde auf dich warten, aber wenn du dir zu viel Zeit lässt, dann gehe ich zurück zu Baal Namib.",那是神殿！我会等着你，但是如果你走了太长时间，我就会返回巴尔．那米那里。,,,PC_Psionic_TEMPEL_Info_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:609,"Hier ist die Schmiede! Schau dich um, ich warte etwa eine Stunde, dann haue ich wieder ab.",那边是铁匠铺！你可以四处逛逛；我会在这里等你一个小时，然后我就要走了。,,,PC_Psionic_SMITH_Info_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:639,"Wenn du die Leiter raufsteigst, dann kommst du zu Kalom, dem Alchemisten. Hier unten steht Fortuno, der Krauthändler.",如果你爬上这架梯子，你就会见到炼金师寇尔卡隆。从这儿下去，你就会见到沼泽烟草商法图诺。,,,PC_Psionic_HERB_Info_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:640,"Ich warte hier auf dich, aber lass dir nicht zu viel Zeit, sonst gehe ich wieder zurück.",我会在这儿等着你。但是不要花费太长的时间，否则我就回去了。,,,PC_Psionic_HERB_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:688,"Gut, dass du da bist. Ich habe Neuigkeiten.",很高兴见到你。我给你带了一则消息。,,,PC_Psionic_SEND_Info_05_00,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:689,"Ich hoffe, gute Neuigkeiten.",希望是好消息。,,,PC_Psionic_SEND_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:692,Unsere Bruderschaft plant etwas ganz Großes.,我们的兄弟会正在计划着一件大事。,,,PC_Psionic_SEND_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:693,Was plant ihr denn? Den Ausbruch?,你们打算做什么？暴动吗？,,,PC_Psionic_SEND_Info_15_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:694,"Die Gurus versuchen, Kontakt zum Schläfer herzustellen. Aber sie brauchen etwas, um ihre Kräfte zu bündeln.",导师正在尽力联系沈睡者。但是，他们需要能联合起他们的能量的东西。,,,PC_Psionic_SEND_Info_05_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:695,"Ja, und?",噢？,,,PC_Psionic_SEND_Info_15_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:696,"Sie brauchen einen magischen Gegenstand, einen Fokus.",他们需要一种魔法物体，魔法源。,,,PC_Psionic_SEND_Info_05_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:710,Was kann ich dabei tun?,我该怎么做？,,,PC_Psionic_BROTHERHOOD_TODO.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:723,Was kann ich dabei tun?,我该怎么做？,,,PC_Psionic_BROTHERHOOD_TODO_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:724,"Sprich mit Y'Berion. Er ist der mächtigste Mann hier. Dies ist die Gelegenheit, seine Gunst zu erringen.",去找贝理昂。他是这里权力最大的人。这是一次得宠的机会。,,,PC_Psionic_BROTHERHOOD_TODO_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:725,Wo finde ich ihn?,在哪儿能找到他？,,,PC_Psionic_BROTHERHOOD_TODO_15_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:726,Geh zum Tempel. Er kommt selten dort heraus. Wahrscheinlich fühlt er sich in diesem kalten Gemäuer dem Schläfer näher.,去神殿。他很少离开那里。也许，他在那个冷清的地方会感觉到离沈睡者更近些。,,,PC_Psionic_BROTHERHOOD_TODO_05_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:772,"Hey, was machst du denn hier?",你在这儿做什么？,,,PC_Psionic_FOLLOWME_Info_05_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:773,"Ich bin im Auftrag der Wassermagier unterwegs. Ich suche magische Artefakte, sogenannte Fokussteine.",水界法师命令我来这里。我在找魔法神器，又叫做魔法源宝石。,,,PC_Psionic_FOLLOWME_Info_15_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:774,Du bist auf der Suche nach den Fokussteinen? Das ist verdammt mutig.,你在找魔法源宝石？你很勇敢。,,,PC_Psionic_FOLLOWME_Info_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:775,"Saturas und die anderen Magier aus dem Neuen Lager wollen damit die Barriere sprengen, die uns alle gefangen hält.",沙图拉斯和新营地的其他法师们想用它来毁坏屏障，使我们脱离这个监狱，获得自由。,,,PC_Psionic_FOLLOWME_Info_15_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:776,"Das glaube ich erst, wenn ich es gesehen habe.",我相信我会亲眼看到的。,,,PC_Psionic_FOLLOWME_Info_05_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:777,"Das geht mir ähnlich, aber erzähl, was führt dich her?",我也是。但是告诉我，你为什么来这里？,,,PC_Psionic_FOLLOWME_Info_15_06,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:778,"Ich wäge gerade ab, ob es sich lohnt, der Festung einen Besuch abzustatten.",我认为，为了自由来大山贸易站是值得的。,,,PC_Psionic_FOLLOWME_Info_05_07,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:779,"Es gibt nämlich eine alte Urkunde, die ich gerne in meiner Tasche hätte. Andererseits ist es nicht ganz ungefährlich, dort hineinzugehen.",你知道，．．．我在找一份文件，而那又是十分危险的。,,,PC_Psionic_FOLLOWME_Info_05_08,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:789,Wie bist du eigentlich an dem wandelnden Steinhaufen vorbeigekommen?,你怎么爬过那些山的？,,,PC_Psionic_GOLEM.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:803,Wie bist du eigentlich an dem wandelnden Steinhaufen vorbeigekommen?,你怎么爬过那些山的？,,,PC_Psionic_NORMAL_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:804,Ich habe einiges von den Gurus gelernt. Vor allem ihre Magie erweist sich immer wieder als sehr hilfreich.,导师教了我许多知识。他们的魔法十分有用。,,,PC_Psionic_NORMAL_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:814,"Was ist das für eine Urkunde, die du suchst?",你在找的文件．．．是什么？,,,PC_Psionic_STORY.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:827,"Was ist das für eine Urkunde, die du suchst?",你在找的文件．．．是什么？,,,PC_Psionic_STORY_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:828,In dieser Bergfestung lebte vor vielen Jahren der Lehnsherr dieses Landstriches. Ihm unterstanden das Land und die Minen.,许多年前，这个地区的封建领主就住在这个大山贸易站。他控制着陆地和那些矿坑。,,,PC_Psionic_STORY_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:829,"Er hatte natürlich, wie jeder Adelige, eine Urkunde über den Besitz. Und die werde ich mir holen.",像其他贵族一样，他当然也有一份记录他就职期间事迹的档。我要得到这份文件。,,,PC_Psionic_STORY_Info_05_03,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:830,"Aber solange die Barriere uns gefangen hält, nützt sie dir gar nichts.",但是只要我们一直在屏障里，它就不会有任何价值。,,,PC_Psionic_STORY_Info_15_04,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:831,"Das stimmt. Aber wenn die Wassermagier es doch schaffen, die Barriere zu zerstören, dann könnte die Urkunde wieder einiges wert sein.",是的。但是如果水界法师设法毁坏了屏障，这份档就会变得十分有价值了。,,,PC_Psionic_STORY_Info_05_05,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:841,Wir könnten die Festung gemeinsam erkunden!,我们可以一起看看那个贸易站！,,,PC_Psionic_COMEWITHME.description,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:855,Wir könnten die Festung gemeinsam erkunden!,我们可以一起看看那个贸易站！,,,PC_Psionic_COMEWITHME_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:856,"Ein guter Vorschlag. Geh du voraus, ich bleibe in deiner Nähe.",那是个好主意。你先走，我随后。,,,PC_Psionic_COMEWITHME_Info_05_02,,
Scripts/content/Story/MISSIONS/DIA_Pc_Psionic.d:888,"Sieh mal, dort oben scheint der Fokus zu sein, den du suchst.",看，你要找的魔法源好像就在那上面。,,,PC_Psionic_FOKUSPLACE_Info_05_01,,
