location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:113,Schon viele wollten uns angehören und nur einen habe ich in all den Jahren zum Lehrling genommen. Alle anderen haben versagt.,很多人希望加入我们，但是这么多年以来，我只接收了一个人，其他的都淘汰了。,,,KDF_402_Corristo_WANNBEKDF_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:114,"Dein Geist ist reif für die Aufnahme. Wenn du Magier werden willst, dann muss ich dich zuvor prüfen. Sag mir Bescheid, wenn du dich dieser Prüfung unterziehen willst.",你的精神力量已经成熟，能够加入我们了。如果你希望成为一名法师，你必须经过我的测试，告诉我你打算什么时候打算接受测试。,,,KDF_402_Corristo_WANNBEKDF_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:133,Ich bin bereit. Stell mich auf die Probe,我准备好了。考验我吧。,,FALSE,KDF_402_Corristo_KDFTEST.description,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:146,Ich bin bereit. Stell mich auf die Probe.,我准备好了。考验我吧。,,,KDF_402_Corristo_KDFTEST_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:147,"Gut. Du hast der Bruderschaft im Sumpf einen Dienst erwiesen, richtig?",好。你给兄弟会服务过，是吗？,,,KDF_402_Corristo_KDFTEST_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:149,Ja,是,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_JA,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:150,Nein,不,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_NO,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:155,Ja.,是。,,,KDF_402_Corristo_KDFTEST_JA_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:156,Hmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_JA_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:157,Wie ist der Name unseres Gottes?,我们的神的名字是什么？,,,KDF_402_Corristo_KDFTEST_JA_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:160,Adanos,埃达诺斯,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_ADANOS,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:161,Der Schläfer,沈睡者,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_SLEEPER,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:162,Innos,英诺斯,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_INNOS,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:163,Gomez,葛梅兹,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_GOMEZ,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:168,Nein.,不。,,,KDF_402_Corristo_KDFTEST_NO_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:169,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_NO_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:170,"Einen Mann der seine Taten verleugnet, können wir nicht gebrauchen.",我们不能任用一个否认自己过去的人。,,,KDF_402_Corristo_KDFTEST_NO_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:171,Mach dich als Kämpfer oder Buddler nützlich. Der Weg der Magie wird dir immer verschlossen bleiben.,你先做好一名战士或采矿工吧。魔法的路会永远为你保留着。,,,KDF_402_Corristo_KDFTEST_NO_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:178,Adanos.,埃达诺斯。,,,KDF_402_Corristo_KDFTEST_ADANOS_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:179,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_ADANOS_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:180,Das ist nicht richtig. Vielleicht kann dich ja die Garde gebrauchen.,不正确。也许护卫队会任用你。,,,KDF_402_Corristo_KDFTEST_ADANOS_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:187,Der Schläfer.,沈睡者。,,,KDF_402_Corristo_KDFTEST_SLEEPER_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:188,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_SLEEPER_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:189,Du warst wohl zu lange bei den Sumpfbrüdern. Vielleicht wärst du besser bei ihnen geblieben.,老兄，你花了太多时间在沼泽地，最好就此打住吧。,,,KDF_402_Corristo_KDFTEST_SLEEPER_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:196,Innos.,英诺斯。,,,KDF_402_Corristo_KDFTEST_INNOS_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:197,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_INNOS_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:198,Was ist die höchste Tugend?,哪样的人最有美德？,,,KDF_402_Corristo_KDFTEST_INNOS_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:201,Die Ehre des Kämpfers,战士的光荣。,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_FIGHT,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:202,Die Demut vor der Magie,面对魔法的谦卑。,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_DEMUT,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:203,Die Disziplin des Mannes,人类的纪律。,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_DISZIPLIN,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:204,Die Ehrfurcht vor den Göttern,对神的敬畏。,,,KDF_402_Corristo_KDFTEST.KDF_402_Corristo_KDFTEST_EHRFURCHT,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:209,Gomez.,葛梅兹。,,,KDF_402_Corristo_KDFTEST_GOMEZ_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:210,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_GOMEZ_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:211,"Ich glaube, die Garde wäre genau das richtige für dich! Sprich mal mit Thorus!",我相信护卫队会适合你！去和索拉斯谈谈吧！,,,KDF_402_Corristo_KDFTEST_GOMEZ_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:221,Die Ehre des Kämpfers.,战士的光荣。,,,KDF_402_Corristo_KDFTEST_FIGHT_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:222,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_FIGHT_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:223,"Ich glaube, die Garde wäre genau das Richtige für dich! Sprich mal mit Thorus!",我相信护卫队会适合你！去和索拉斯谈谈吧！,,,KDF_402_Corristo_KDFTEST_FIGHT_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:229,Die Demut vor der Magie.,面对魔法的谦卑。,,,KDF_402_Corristo_KDFTEST_DEMUT_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:230,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_DEMUT_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:231,Du hast gut und recht geantwortet. Ich werde dich die Kunst der Magie lehren.,你回答得很好，很对。我会教你魔法的。,,,KDF_402_Corristo_KDFTEST_DEMUT_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:232,"Folge mir nun zur Halle der Magie, wo du den alten Schwur leisten wirst.",跟我去魔法大厅，在那儿你将进行古老的宣誓。,,,KDF_402_Corristo_KDFTEST_DEMUT_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:241,Die Disziplin des Mannes.,人类的纪律。,,,KDF_402_Corristo_KDFTEST_DISZIPLIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:242,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_DISZIPLIN_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:243,Du hast gut und recht geantwortet. Ich werde dich die Kunst der Magie lehren.,你回答得很好，很对。我会教你魔法的。,,,KDF_402_Corristo_KDFTEST_DISZIPLIN_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:244,"Folge mir nun zur Halle der Magie, wo du den alten Schwur leisten wirst.",跟我去魔法大厅，在那儿你将进行古老的宣誓。,,,KDF_402_Corristo_KDFTEST_DISZIPLIN_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:252,Die Ehrfurcht vor den Göttern.,对神的敬畏。,,,KDF_402_Corristo_KDFTEST_EHRFURCHT_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:253,Hmmm...,唔．．．,,,KDF_402_Corristo_KDFTEST_EHRFURCHT_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:254,Du hast gut und recht geantwortet. Ich werde dich die Kunst der Magie lehren.,你回答得很好，很对。我会教你魔法的。,,,KDF_402_Corristo_KDFTEST_EHRFURCHT_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:255,"Folge mir nun zur Halle der Magie, wo du den alten Schwur leisten wirst.",跟我去魔法大厅，在那儿你将进行古老的宣誓。,,,KDF_402_Corristo_KDFTEST_EHRFURCHT_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:288,"Wir sind heute zusammengekommen, um einen Diener des Feuers zu weihen.",我们今天聚到这儿，任命一个火界法师的仆人。,,,KDF_402_Corristo_AUFNAHME_Info_14_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:289,Schwöre nun den Eid des Feuers.,现在火界法师宣誓。,,,KDF_402_Corristo_AUFNAHME_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:291,Ich schwöre bei den Mächten der Götter...,我在万能的神面前发誓．．．,,,KDF_402_Corristo_AUFNAHME_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:292,Ich schwöre bei den Mächten der Götter...,我在万能的神面前发誓．．．,,,KDF_402_Corristo_AUFNAHME_Info_15_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:293,Ich schwöre bei der Macht des heiligen Feuers...,．．．我以圣火的力量起誓．．．,,,KDF_402_Corristo_AUFNAHME_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:294,Ich schwöre bei der Macht des heiligen Feuers...,．．．我以圣火的力量起誓．．．,,,KDF_402_Corristo_AUFNAHME_Info_15_06,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:295,Dass mein Wissen und Handlen von nun an und auf ewig mit der Flamme verbunden sei...,．．．我的知识和行为将会与火焰合而为一，从现在开始直到永远．．．,,,KDF_402_Corristo_AUFNAHME_Info_14_07,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:296,Dass mein Wissen und Handlen von nun an und auf ewig mit der Flamme verbunden sei...,．．．我的知识和行为将会与火焰合而为一，从现在开始直到永远．．．,,,KDF_402_Corristo_AUFNAHME_Info_15_08,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:297,Bis mein Körper einkehrt in Beliars Reich und das Feuer des Lebens erlischt.,．．．直到我的身体返回比廉领域，我的生命之火熄灭。,,,KDF_402_Corristo_AUFNAHME_Info_14_09,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:298,Bis mein Körper einkehrt in Beliars Reich und das Feuer des Lebens erlischt.,．．．直到我的身体返回比廉领域，我的生命之火熄灭。,,,KDF_402_Corristo_AUFNAHME_Info_15_10,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:327,"Mit den Worten des Schwurs, bist du den Bund mit dem Feuer eingegangen.",发完誓，你现在就是一名火界法师了。,,,KDF_402_Corristo_ROBE_Info_14_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:328,Trage diese Robe als Zeichen des ewigen Bundes.,穿上这件长袍，它是你永恒的标记。,,,KDF_402_Corristo_ROBE_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:353,Ich benötige mehr magische Kraft,我需要更多的魔法能量。,,,KDF_402_Corristo_MANA.description,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:366,Ich benötige mehr magische Kraft.,我需要更多的魔法能量。,,,KDF_402_Corristo_MANA_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:367,"Ich kann dir helfen, deine Kraft zu steigern. Wie du sie nutzt, liegt nur an dir.",我能帮你增加你的力量。但是如何使用就是你的事了。,,,KDF_402_Corristo_MANA_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:408,Erkläre mir das Wesen der magischen Kreise.,请解释一下魔法环的意思。,,,KDF_402_Corristo_EXPLAINCIRCLES.description,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:421,Erkläre mir das Wesen der magischen Kreise.,请解释一下魔法环的意思。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:422,Natürlich. Die Kreise symbolisieren deinen Anteil an der magischen Macht.,可以。它像征着你分配的魔法。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:423,"Sie stehen für Wissen, Begabung und für das Erlernen neuer Zaubersprüche.",它们代表着知识，技术和新魔法符咒的学问。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:424,"Du wirst jeden Kreis durchlaufen, bis du in den nächsten aufgenommen werden kannst.",在你加入下一环魔法，你必须通过前一环的考验。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:425,"Es erfordert viele Lernstunden und es bedarf hoher Erfahrung, willst du die höheren Kreise erreichen.",想学习更高级的魔法，你需要数小时的学习与许多的经验值。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:426,"Doch die Mühe, sie zu erlernen, wird jedes Mal mit neuen machtvollen Zaubern belohnt. Die Kreise der Magie sind aber noch mehr als das.",但是，你每次努力达到下一环时，就会得到新的、威力更强的符咒。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_06,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:427,Sie sind ein Teil deines Lebens. Sie werden dich immer begleiten. Mache sie zu einem Teil von dir.,他们是你生命的一部分，他们将总是为你而工作。把他们做为你的一部分。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_07,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:428,"Ihre Macht zu verstehen, bedeutet deine eigene Macht zu erkennen.",要了解它们的威力，你必须认清你自己的威力。,,,KDF_402_Corristo_EXPLAINCIRCLES_Info_14_08,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:456,"Ich bin jetzt bereit, den ersten Kreis zu erlernen.",我准备好进入第一环了。,,,KDF_402_Corristo_KREIS1_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:460,"Den ersten der magischen Kreise zu betreten, bedeutet die Anwendung magischer Runen erlernen.",要开始魔法第一环，意味着要学会使用符石。,,,KDF_402_Corristo_KREIS1_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:461,Jede Rune birgt in sich die Struktur eines speziellen Zaubers.,每一个符号包含着一个特殊法术的结构。,,,KDF_402_Corristo_KREIS1_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:462,"Durch den Einsatz deiner eigenen magischen Energie, bist du in der Lage, den Zauber der Rune zu wirken.",用自己的魔法力量，你就能够投掷符石。,,,KDF_402_Corristo_KREIS1_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:463,"Doch anders als Spruchrollen, die auch eine Zauberformel sind, sorgt die magische Kraft, die der Rune innewohnt dafür, dass die Struktur des Zaubers erhalten bleibt.",但是，与魔法滚动条所使用的魔法规则相比，符石更能确保法术结构的耐久性。,,,KDF_402_Corristo_KREIS1_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:464,"Jede Rune ist eine Quelle magischer Kraft, auf die du immer wieder zurückgreifen kannst.",每一个符号都是你能随时撤回的魔法力量的源头。,,,KDF_402_Corristo_KREIS1_Info_14_06,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:465,"Deine eigene magische Kraft verbraucht sich beim Benutzen der Rune, wie bei einer Spruchrolle.",当你使用符号符咒正像使用法术滚动条一样时，你自己的魔法力量就会衰竭。,,,KDF_402_Corristo_KREIS1_Info_14_07,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:466,"Mit jedem Kreis, den du lernst, lernst du auch die Möglichkeit weitere Runen zu benutzen.",你每进入新的一环魔法，你就会学到更多的符号符咒。,,,KDF_402_Corristo_KREIS1_Info_14_08,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:467,"Nutze die Kraft der Runen, um dich selber zu erkennen.",用符号符咒的力量去认清自己的力量。,,,KDF_402_Corristo_KREIS1_Info_14_09,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:496,Ich möchte den zweiten Kreis erlernen.,我准备好进入第二环了。,,,KDF_402_Corristo_KREIS2_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:500,"Du hast das Verständnis der Runen gelernt. Nun ist es an der Zeit, dieses Verständnis zu vertiefen.",你已经学会理解这些符号了。现在是加深理解的时候了。,,,KDF_402_Corristo_KREIS2_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:501,Mit dem zweiten Kreis lernst du die Grundsätze stärkerer Kampfzauber und vor allem das Geheimnis der Heilung.,当你进入第二环时，你就会学会威力更大的战斗符咒的基础，及康复的所有奥秘。,,,KDF_402_Corristo_KREIS2_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:502,"Doch du musst noch viel lernen, willst du die tatsächlichen Geheimnisse der Magie ergründen.",但是如果你想了解真正的魔法奥秘，你就必须学更多的知识。,,,KDF_402_Corristo_KREIS2_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:503,"Du weißt, dass du jede Rune solange einsetzen kannst, bis deine eigene Kraft verbraucht ist.",只要你喜欢，你可以经常使用每一个符石，直到你花光自己的能量。,,,KDF_402_Corristo_KREIS2_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:504,"Aber frage dich, ob es sinnvoll ist. Du hast Macht verliehen bekommen, mit der es dir ein Leichtes ist, Tod und Verderben zu bringen.",但是，你在行动前，要考虑一下你行动的要点。你已经获得了简单地用魔法召唤死亡和毁灭的力量。,,,KDF_402_Corristo_KREIS2_Info_14_06,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:505,"Doch der wahrhafte Magier zaubert nur dann, wenn es angebracht ist.",但一个真正的法师只有在必须使用魔法时才会使用。,,,KDF_402_Corristo_KREIS2_Info_14_07,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:506,"Erkenne die Situation, dann wirst du die Macht der Runen erkennen.",明白了这种形式，你就会认识到符号符咒的力量了。,,,KDF_402_Corristo_KREIS2_Info_14_08,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:535,Kannst du mich den dritten Kreis lehren?,你能教我第三环吗？,,,KDF_402_Corristo_KREIS3_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:538,Der dritte Kreis der Magie ist einer der wichtigsten Schritte im Leben eines Magiers. Nicht länger bist du ein Suchender.,魔法的第三环是法师学习中很重要的一步。一旦你完成了这一环，你就不再是一个探索者了。,,,KDF_402_Corristo_KREIS3_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:539,"Du bist bereits ein Stück des magischen Weges gegangen. Du hast gelernt, die Runen zu nutzen.",你在魔法之路上已经走了很久了。你已学会了使用符号符咒。,,,KDF_402_Corristo_KREIS3_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:540,Dieses Wissen ist das Fundament für deinen weiteren Weg. Nutze die Runen mit Bedacht.,知识是你进一步探索的基础。你应该思考后再使用符石。,,,KDF_402_Corristo_KREIS3_Info_14_04,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:541,Du kannst eine Rune nutzen oder nicht. Aber entscheide dich für eine der Möglichkeiten.,你可以使用或不使用一种符号符咒。但你必须决定是哪一种可能性。,,,KDF_402_Corristo_KREIS3_Info_14_05,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:542,"Zögere nicht, deine Macht einzusetzen, wenn du dich einmal entscheiden hast.",在你选择完后，使用能量不要犹豫。,,,KDF_402_Corristo_KREIS3_Info_14_06,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:543,"Erkenne deinen Weg, dann wirst du die Macht der Entscheidung erkennen.",认清了你的路，你就会认识到决定的力量。,,,KDF_402_Corristo_KREIS3_Info_14_07,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:572,Ich bin bereit für den vierten der Kreise.,我准备好进入第四环了。,,,KDF_402_Corristo_KREIS4_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:575,"Du hast die ersten drei Kreise durchschritten. Nun ist es an der Zeit, dass du die Geheimnisse der Magie kennenlernst.",你已经完成了前三环的魔法。现在该是你学习魔法奥秘的时候了。,,,KDF_402_Corristo_KREIS4_Info_14_02,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:576,"Die Magie der Runen ruht in ihrem Stein. Es sind magische Steine, gewonnen aus magischem Erz.",符号符咒魔法是以宝石为基础的。它们是魔法宝石，是由魔法矿石创造出来的。,,,KDF_402_Corristo_KREIS4_Info_14_03,,
Scripts/content/Story/MISSIONS/DIA_KDF_402_Corristo.d:577,"Das gleiche Erz, was hier abgebaut wird. Dieses Erz wird in den Tempeln mit den Formeln der Magie versehen. Dort werden sie zu den Instrumenten unserer Macht geformt.",在每个矿山里收集的矿石是一样的，他们在寺庙里被赋予了魔法规则。那些符石是改变我们能量的工具。,,,KDF_402_Corristo_KREIS4_Info_14_04,,
