location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:176,Ich habe den Fokus gefunden,我找到了魔法源。,,FALSE,Info_YBerion_BringFocus_Success.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:189,Ich habe den Fokus gefunden.,我找到了魔法源。,,,Info_YBerion_BringFocus_Success_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:190,Hervorragend. Du hast uns einen großen Dienst erwiesen.,很好。你帮了我们一个大忙。,,,Info_YBerion_BringFocus_Success_12_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:191,"Bring nun den Fokus zu Cor Kalom. Er wird wissen, was zu tun ist.",马上把魔法源带回去给寇尔卡隆。他会知道需要知道怎样去做的。,,,Info_YBerion_BringFocus_Success_12_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:194,Wo kann ich diesen Cor Kalom finden?,我在哪儿能找到寇尔卡隆？,,,Info_YBerion_BringFocus_Success_15_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:195,Er hält sich die meiste Zeit im Alchemielabor auf der oberen Stegebene auf.,他总是花费大量的时间在通道上部的炼金研究室里研究。,,,Info_YBerion_BringFocus_Success_12_05,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:196,Frag Lester am Eingang des Lagers ... Er führt öfter Neulinge herum.,在营地的入口和莱斯特谈谈．．．他经常给新来的人指路。,,,Info_YBerion_BringFocus_Success_12_06,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:217,Der Novize Nyras hat den Verstand verloren!,尼拉斯见习修士已经疯了！,,,Info_YBerion_NYRAS.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:230,Der Novize Nyras hat den Verstand verloren!,尼拉斯见习修士已经疯了！,,,Info_YBerion_NYRAS_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:231,"Er faselte davon, dass der Schläfer zu ihm gesprochen habe und ihn als einzigen Diener auserwählte!",他说，导师告诉他，由他来作他唯一的佣人！,,,Info_YBerion_NYRAS_15_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:232,Dann griff er mich sogar an und wollte mich töten!,然后，他就袭击我，想杀了我！,,,Info_YBerion_NYRAS_15_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:233,"Die Macht des Schläfers ist so gewaltig, dass sie unvorbereitete Seelen in Verwirrung stürzen kann.",沈睡者的威力是很大的，能控制一切灵魂。,,,Info_YBerion_NYRAS_12_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:234,"Nur wir Gurus haben durch jahrelanges Meditieren die seelische Stärke gewonnen, die Stimme des allmächtigen Schläfers zu ertragen!",只有我们导师在多年的沉思后，才能完成精神的修炼，能够承受沈睡者的声音！,,,Info_YBerion_NYRAS_12_05,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:244,Wie siehts mit einer Belohnung aus?,报酬如何算？,,,GUR_1200_Yberion_EARN.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:257,Wie sieht's mit einer Belohnung aus?,报酬如何算？,,,GUR_1200_Yberion_EARN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:258,"Da du kein Bruder unserer Gemeinschaft bist, werde ich dich entlohnen.",因为你不是我们兄弟会的人，所以我会付报酬给你的。,,,GUR_1200_Yberion_EARN_Info_12_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1200_YBerion.d:259,Nimm dieses Amulett als Zeichen meiner Dankbarkeit.,拿着这张护身符吧，以表达我的感激之情。,,,GUR_1200_Yberion_EARN_Info_12_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:24,Was willst du?,你想做什么？,,,GUR_1201_CorKalom_FIRST_10_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:37,Ich will in die Bruderschaft aufgenommen werden.,我想加入兄弟会。,,,GUR_1201_CorKalom_WannaJoin.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:50,Ich will in die Bruderschaft aufgenommen werden.,我想加入兄弟会。,,,GUR_1201_CorKalom_WannaJoin_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:51,"Ich habe gehört, du bist der Meister der Novizen, und entscheidest, wer aufgenommen wird.",你听说你是见习修士的主人，并能决定加入兄弟会的人。,,,GUR_1201_CorKalom_WannaJoin_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:52,"Ich habe keine Zeit! Meine Experimente sind zu wichtig, als dass ich mich um neue Novizen kümmern könnte.",我没有时间了！我的实验对我非常重要，我不会花太多的时间在一个新人身上。,,,GUR_1201_CorKalom_WannaJoin_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:53,"Ich verlasse mich auf das Urteil der Baals. Wenn sie sagen, dass du bereit bist, die Robe eines Novizen zu tragen, kehre zu mir zurück.",我会依靠巴尔的判断。当他们说你即将穿上见习修士的衣服时，你就回来找我吧。,,,GUR_1201_CorKalom_WannaJoin_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:70,Einer der Händler aus dem alten Lager will ein Rezept von dir haben.,一个旧营地的商人卖康复药剂的处方。,,,GUR_1201_CorKalom_Recipe.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:83,Einer der Händler aus dem Alten Lager will das Rezept für einen Heiltrank von dir haben.,一个旧营地的商人卖康复药剂的处方。,,,GUR_1201_CorKalom_Recipe_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:84,Meine Rezepte sind unverkäuflich!,我的处方不卖！,,,GUR_1201_CorKalom_Recipe_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:99,Was machst du für Experimente?,你做什么实验？,,,GUR_1201_CorKalom_Experimente.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:112,Was machst du für Experimente?,你做什么实验？,,,GUR_1201_CorKalom_Experimente_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:113,"Meine Forschung befindet sich auf einer Ebene, von der du nichts verstehst, Bursche. Also verschwende nicht meine Zeit!",我的研究已经达到了一定的水平，你是不能听懂的。所以不要浪费我的时间了！,,,GUR_1201_CorKalom_Experimente_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:126,Ich bringe die tägliche Sumpfkrauternte!,我正在运送日常的沼泽烟草收成！,,,GUR_1201_CorKalom_BRINGWEED.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:139,Ich bringe die tägliche Sumpfkrauternte!,我正在运送日常的沼泽烟草收成！,,,GUR_1201_CorKalom_BRINGWEED_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:143,"Und DAS soll alles sein??? Ich erwarte die KOMPLETTE Ernte, das sind mindestens 100 Stengel!!!",那样的数量算是很多吗？？？我原先预期完整的收成，也就是１００根沼泽烟草杆！！！,,,GUR_1201_CorKalom_BRINGWEED_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:148,"Ah, gib her. Und verzieh dich wieder!",把它给我，然后马上从我眼前消失！,,,GUR_1201_CorKalom_BRINGWEED_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:172,Ich habe Crawlerzangen für dich...,我给你带来了矿坑爬行者的牙齿骨．．．,,,GUR_1201_CorKalom_Crawlerzangen.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:185,Ich habe Crawlerzangen für dich...,我给你带来了矿坑爬行者的牙齿骨．．．,,,GUR_1201_CorKalom_Crawlerzangen_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:189,Sehr gut. Nimm einige meiner besten Tränke als Belohnung.,很好。作为报酬，给你一些我最好的药剂吧。,,,GUR_1201_CorKalom_Crawlerzangen_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:195,Gut. Nimm ein paar Tränke als Belohnung.,好。拿一些药剂作为报酬吧。,,,GUR_1201_CorKalom_Crawlerzangen_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:201,"Hm. Das soll alles sein? Hier, nimm einen Manatrank und verschwinde.",嗯，就这些？拿走一瓶法力药剂并且离开。,,,GUR_1201_CorKalom_Crawlerzangen_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:220,"Ich glaube, ich habe die Baals überzeugt!",我想我已经取得巴?斯的信任了！,,,GUR_1201_CorKalom_JoinPSI.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:237,"Ich glaube, ich habe die Baals überzeugt!",我想我已经取得巴尔的信任了！,,,GUR_1201_CorKalom_JoinPSI_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:241,"Baal Orun sagt, ich habe mich als würdiger Diener des Schläfers erwiesen.",巴尔．欧容说，我已经证明了自己是沈睡者的最好的佣人。,,,GUR_1201_CorKalom_JoinPSI_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:247,Weiter ...,继续．．．,,,GUR_1201_CorKalom_JoinPSI_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:248,Baal Cadar hält mich für einen gelehrigen Schüler.,巴尔．卡塔尔接受我成为他的一名学生。,,,GUR_1201_CorKalom_JoinPSI_15_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:254,"Baal Namib ist überzeugt, dass ich ein wahrer Anhänger des Glaubens bin.",巴尔．那米相信我是一名真正的信徒。,,,GUR_1201_CorKalom_JoinPSI_15_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:260,Baal Tyon hatte dank mir eine Vision.,谢谢我吧。巴尔有先见之名。,,,GUR_1201_CorKalom_JoinPSI_15_05,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:266,Und?,什么？,,,GUR_1201_CorKalom_JoinPSI_10_06,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:267,"Baal Tondral sagt, ich soll die Robe erhalten. Ich habe einen neuen Schüler zu ihm geführt.",巴尔．铜德拉说，我会收到长袍。我已经给他带了一个新学生。,,,GUR_1201_CorKalom_JoinPSI_15_07,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:276,"Gut. Wenn die Baals für dich sprechen, dann soll mir das reichen.",好。如果巴尔支持你，那么对我也就足够了。,,,GUR_1201_CorKalom_JoinPSI_10_08,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:277,"Hier, zieh das an. Und jetzt geh und mach dich nützlich.",拿去，穿上它。现在去证明你的价值吧。,,,GUR_1201_CorKalom_JoinPSI_10_09,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:307,Und?,什么？,,,GUR_1201_CorKalom_JoinPSI_NOT_10_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:308,Das war alles.,那就是。,,,GUR_1201_CorKalom_JoinPSI_NOT_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:309,"Du stiehlst mir meine kostbare Zeit! Komm wieder, wenn mindestens vier der Baals dich für würdig erachten!",你浪费我的时间了。当四名巴尔认为你有价值时，再回来吧！,,,GUR_1201_CorKalom_JoinPSI_NOT_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:327,"Das war alles? Kein 'Herzlich Willkommen', kein gar nichts?",那就是？不欢迎？,,,GUR_1201_CorKalom_JoinPSI2.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:340,"Das war alles? Kein 'Herzlich Willkommen', kein gar nichts?",就只有这样？没有“欢迎”，或是其他的？,,,GUR_1201_CorKalom_JoinPSI_15_10,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:341,Herzlich willkommen.,欢迎。,,,GUR_1201_CorKalom_JoinPSI_10_11,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:342,Gefällt mir schon viel besser.,听起来很好。,,,GUR_1201_CorKalom_JoinPSI_15_12,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:343,"Steh hier nicht rum! Tu was. Hier, nimm dieses Kraut und bring es zu Gomez ins alte Lager.",不要站在这儿！做些事：拿着这些沼泽烟草，把它们送给旧营地的葛梅兹。,,,GUR_1201_CorKalom_JoinPSI_10_13,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:344,"Wenn dich seine Schergen nicht durchlassen wollen, sag ihnen Cor Kalom schickt dich.",如果他的亲信不让你进去，那么就告诉他们是寇尔卡隆派你去的。,,,GUR_1201_CorKalom_JoinPSI_10_14,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:354,Du bist ja immer noch hier!,什么，你还在这儿？,,,GUR_1201_CorKalom_JoinPSI_10_15,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:369,Hast DU noch eine Aufgabe für mich?,你还有任务派给我吗？,,,Info_Kalom_DrugMonopol.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:382,Hast DU noch eine Aufgabe für mich?,你还有任务派给我吗？,,,Mis_1_Psi_Kalom_DrugMonopol_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:383,"Im Neuen Lager gibt es eine kleine Gruppe von Männern, die ihre eigene Krautproduktion angefangen haben.",在新营地，有一小伙人在生产他们自己的沼泽烟草。,,,Mis_1_Psi_Kalom_DrugMonopol_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:385,"Kümmere dich darum, dass sie die Produktion einstellen.",去看看情况，阻止他们。,,,Mis_1_Psi_Kalom_DrugMonopol_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:386,Und wie ...,怎样．．．,,,Mis_1_Psi_Kalom_DrugMonopol_15_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:387,Belästige mich nicht mit Details!,不要再打扰我了！,,,Mis_1_Psi_Kalom_DrugMonopol_10_05,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:388,"Die Krautmischer müssen ihr Lager irgendwo außerhalb des Neuen Lagers haben. Du weißt, was du zu tun hast.",那些人可能在新营地外部的某处。你知道应该做什么。,,,Mis_1_Psi_Kalom_DrugMonopol_10_06,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:414,Wegen der Krautherstellung im Neuen Lager...,关于在新营地里沼泽烟草的生产问题．．．,,,Info_Kalom_Success.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:431,Wegen der Krautherstellung im Neuen Lager ...,关于在新营地里沼泽烟草的生产问题．．．,,,Mis_1_Psi_Kalom_Success_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:432,Ja?,有问题？,,,Mis_1_Psi_Kalom_Success_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:436,Ich finde die Männer nicht.,我找不到这些人。,,,Mis_1_Psi_Kalom_Success_15_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:437,Ich hatte nichts anderes von dir erwartet.,我不会期望从你这儿得到其他任何东西。,,,Mis_1_Psi_Kalom_Success_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:442,Es gibt sie nicht mehr.,他们走了。,,,Mis_1_Psi_Kalom_Success_15_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:443,Du überraschst mich. Ich hatte dich unterschätzt. Vielleicht könntest du uns doch zu etwas nützen.,你很令我惊讶。你低估了你的能力。也许你可能更有用。,,,Mis_1_Psi_Kalom_Success_10_05,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:463,Ich habe das Kraut abgeliefert.,我已把沼泽烟草送到了。,,,Info_Kalom_KrautboteBACK.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:476,Ich habe das Kraut abgeliefert.,我已把沼泽烟草送到了。,,,Mis_1_Psi_Kalom_KrautboteBACK_15_00,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:480,Gut. Mach dich anderweitig nützlich.,好。去别处执行另一个任务吧。,,,Mis_1_Psi_Kalom_KrautboteBACK_10_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:492,"Wo sind die 500 Erz, Bursche? Beeil dich besser, sie mir zu bringen!",５００个矿石在哪儿？相信我很快就会得到它们！,,,Mis_1_Psi_Kalom_KrautboteBACK_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:507,Y'Berion schickt mich. Ich habe den Fokus.,贝理昂派我来。我有魔法源。,,,Info_CorKalom_BringFocus.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:520,Y'Berion schickt mich. Ich habe den Fokus.,贝理昂派我来。我有魔法源。,,,Sit_2_PSI_Yberion_BringFocus_Info3_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:521,Ahhhh - der Fokus ... Jetzt kann ich mich endlich den Studien über die Magie dieser Artefakte widmen.,哈－－魔法源．．．现在我可以学会这些神器的魔法了。,,,Sit_2_PSI_Yberion_BringFocus_Info3_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:522,Wenn ich nur ausreichend Sekret hätte ... Verflucht!,如果我有足够的分泌物．．．该死的！,,,Sit_2_PSI_Yberion_BringFocus_Info3_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:539,"Y'Berion sagte mir, du würdest mich entlohnen",贝理昂说如果我把魔法源带给你，你就会付我钱！,,,Info_CorKalom_BLUFF.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:553,"Y'Berion sagte mir, du würdest mich entlohnen, wenn ich dir den Fokus bringe!",贝理昂说如果我把魔法源带给你，你就会付我钱！,,,Sit_2_PSI_Yberion_BLUFF_Info3_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:554,"Tatsächlich? Hat er das gesagt? Nun gut. Ich denke, 50 Erz sollten reichen!",真的？他说了？那么好吧。我想５０个矿石应该够了吧！,,,Sit_2_PSI_Yberion_BLUFF_Info3_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:567,Sekret?,分泌物？,,,GUR_1201_CorKalom_SACHE.description,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:580,Sekret?,分泌物？,,,GUR_1201_CorKalom_SACHE_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:581,"Ja. Wie du sicher schon weißt, stelle ich die Elixiere für die Anrufung des Schläfers her. Ich benutze dafür das Sekret aus den Zangen der Minecrawler.",是的。你一定知道，我正在为沈睡者祈祷而制造魔法药剂。为了这个目的，我需要矿里矿坑爬行者的牙齿骨。,,,GUR_1201_CorKalom_SACHE_Info_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:582,"Du weißt doch, was Minecrawler sind?",你知道矿坑爬行者是什么，对吧？,,,GUR_1201_CorKalom_SACHE_Info_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:585,Nein,不,,,GUR_1201_CorKalom_SACHE.GUR_1201_CorKalom_SACHE_NEIN,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:586,Ja,是,,,GUR_1201_CorKalom_SACHE.GUR_1201_CorKalom_SACHE_JA,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:592,Nein,不。,,,GUR_1201_CorKalom_SACHE_NEIN_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:593,"Das sind gefährliche Bestien, die durch die dunklen Minen kriechen und jeden Menschen verspeisen, den sie fassen können.",它们是很危险的野兽，在黑漆漆的矿里四处爬，能逮到人，并吃人的肉。,,,GUR_1201_CorKalom_SACHE_NEIN_10_02,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:594,Ihre Zangen enthalten ein ganz besonderes Sekret.,它们的牙齿包含着一种特殊的分泌物。,,,GUR_1201_CorKalom_SACHE_NEIN_10_03,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:595,"Aus diesem Sekret stelle ich ein Elixier her, das uns den spirituellen Weg zum Schläfer zeigt.",我要用它制造一种药剂。这种药剂可以铺一条通往沈睡者的精神之路。,,,GUR_1201_CorKalom_SACHE_NEIN_10_04,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:602,Ja.,是。,,,GUR_1201_CorKalom_SACHE_JA_15_01,,
Scripts/content/Story/MISSIONS/DIA_GUR_1201_CorKalom.d:603,Ausgezeichnet!,非常好！,,,GUR_1201_CorKalom_SACHE_JA_10_02,,
