location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:82,Dann bring sie in das Haus mit den beiden Wachen vor der Tür.,那么和门外的两个守卫把它带去吧。,,,DIA_Scorpio_Hello_Kraut_13_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:88,Ich bin auf dem Weg zu Gomez. Ich will mich euch anschließen.,我要去拜访葛梅兹。我要加入你们。,,,DIA_Scorpio_Hello_Join_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:89,Du? Hast du überhaupt schon was für uns geleistet?,你？你为我们做过什么吗？,,,DIA_Scorpio_Hello_Join_13_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:90,Die Schatten waren zufrieden.,我做过一段时间的巡逻兵．．．,,,DIA_Scorpio_Hello_Join_15_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:91,Von Schatten will hier keiner was hören. Hier drin geben WIR den Ton an.,我们这儿没人想听巡逻兵的事。我们在这儿谈话。,,,DIA_Scorpio_Hello_Join_13_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:105,Kannst du mir beibringen zu kämpfen?,你能教我战斗吗？,,,DIA_Scorpio_REFUSETRAIN.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:118,Kannst du mir beibringen zu kämpfen?,你能教我战斗吗？,,,DIA_Scorpio_REFUSETRAIN_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:119,"Ich unterrichte nur Gardisten. Bis Thorus dich nicht zum Gardisten gemacht hat, musst du dir jemand anderen suchen.",我只训练守卫。所以，在索拉斯允许你成为守卫前，你必须找到其他人教你。,,,DIA_Scorpio_REFUSETRAIN_13_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:149,"War die beste Entscheidung von dir, zu uns zu kommen!",加入我们是你最好的选择！,,,GRD_205_Scorpio_WELCOME_Info_13_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:163,Kann ich von dir lernen?,你会训练我吗？,,,GRD_205_Scorpio_CROSSBOW.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:177,Kann ich von dir lernen?,你会训练我吗？,,,GRD_205_Scorpio_CROSSBOW_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:178,"Wenn du genug Erz hast, zeige ich dir den Umgang mit der Armbrust. Gib mir einfach 200 Erz.",如果你有足够的矿石，我就会教你怎样使用弩。只需要付给我２００个矿石。,,,GRD_205_Scorpio_CROSSBOW_Info_13_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:206,Einverstanden. Zeig mir den Umgang mit der Armbrust.,成交。那么教我怎样使用弩吧。,,,GRD_205_Scorpio_CROSSBOW_OK_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:211,"Gut, fangen wir direkt an.",好，我们开始吧。,,,GRD_205_Scorpio_CROSSBOW_OK_13_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:212,"Fasse die Armbrust am Schaft an, um ruhig zielen zu können, drücke sie an deine Schulter.",紧抓住弩杆，让它靠近你的肩膀，这样，便能使肩膀稳定。,,,GRD_205_Scorpio_CROSSBOW_OK_13_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:213,"In den ersten paar Tagen wirst du ein Gefühl haben, als ob dir die Schulter abfällt.",在真实的几天里，你的肩膀会感到像要掉下来似的。,,,GRD_205_Scorpio_CROSSBOW_OK_13_04,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:214,Aber schon nach einer Woche hast du eine Schulter wie aus Stein!,但是，一周后，你的肩膀就会像岩石一样坚固了！,,,GRD_205_Scorpio_CROSSBOW_OK_13_05,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:215,"Visier dein Ziel an und zieh durch. Der Bolzen bekommt mehr Kraft als ein Pfeil durch einen gespannten Bogen, von daher richtest du mehr Schaden an!",瞄准你的目标，然后用力向后拉弩箭。这样，弩箭后面的力量就比前端要大许多，所以它能对目标造成更多的伤害！,,,GRD_205_Scorpio_CROSSBOW_OK_13_06,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:222,"ZWEIHUNDERT ERZ. Jeder einzelne Brocken in meine Hand. Wenn du das Erz nicht hast, dann besorge es dir!",你需付给我２００个矿石。如果你的矿石不够，那么去多采些吧！,,,GRD_205_Scorpio_CROSSBOW_OK_13_07,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:236,Zeige mir mehr über den Umgang mit der Armbrust,请教给我使用弩的更多的知识。,,FALSE,GRD_205_Scorpio_CROSSBOW2.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:249,Zeige mir mehr über den Umgang mit der Armbrust,请教给我使用弩的更多的知识。,,FALSE,GRD_205_Scorpio_CROSSBOW2_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:250,Kostet dich 300 Erz.,那会花费你３００个矿石。,,,GRD_205_Scorpio_CROSSBOW2_Info_13_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:264,Lass uns direkt anfangen.,现在我们开始吧。,,,GRD_205_Scorpio_CROSSBOW2_OK_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:269,"Gut. Du bekommst mehr Treffsicherheit und Ruhe, wenn du beim Schuss in die Knie gehst",好。如果你在发射时弯曲着膝盖，那么你射出的箭会更准确。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:270,Lerne die Geschwindigkeit von beweglichen Zielen einzuschätzen.,你将必须学会判断目标移动的速度。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:271,"Schieß in die Laufbahn des Zieles, dann wirst du es treffen und es dadurch auch in seiner Bewegung aufhalten.",向移动的目标射箭，击中它并使它慢下来。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_04,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:272,"Wenn du mehrere Ziele hast, dann verschwende keine Zeit, sondern nagel' alle Ziele mit gezielten Schüssen fest und strecke sie abwechselnd nieder.",如果那儿有许多目标，就不要浪费时间了。一个接一个地瞄准，然后准确地击中。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_05,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:273,"Du hast jetzt alles gelernt, was ich dir beibringen kann.",就是这样，我已经全部教给你了。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_06,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:280,"Junge, sieh erst mal zu, dass du irgendwo DREIHUNDERT Erz auftreibst.",如果你能得到３００个矿石，我就会教你。,,,GRD_205_Scorpio_CROSSBOW2_OK_13_07,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:309,"Hey, keine Angst, Mann, komm mal rüber!",嗨，不费力的，年轻人。再来这儿吧！,,,GRD_205_Scorpio_HeyPC_Info_13_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:321,Alles klar bei dir?,你好吗？,,,GRD_205_Scorpio_BANISHED.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:334,Alles klar bei dir?,你好吗？,,,GRD_205_Scorpio_BANISHED_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:335,"Ich habe mich hier her verzogen. Für den Mist, den die Gardisten gerade abziehen, habe ich nichts übrig.",我在这儿躲藏着。我不关心那些圣战士做什么。,,,GRD_205_Scorpio_BANISHED_Info_13_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:336,"Aber ich habe mir ein paar gute Stücke aus der Waffenkammer mitgenommen. Wenn du eine Waffe brauchst, sag mir Bescheid.",但是，我已经从军械库里拿了一些很棒的武器。如果你需要一件武器，只管告诉我。,,,GRD_205_Scorpio_BANISHED_Info_13_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:356,Zeig mir deine Ware,给我看看你的货。,,,GRD_205_Scorpio_TRADE.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_205_Scorpio.d:369,Zeig mir deine Ware.,给我看看你的货。,,,GRD_205_Scorpio_TRADE_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:33,Ihr habt ganz schön viel Platz hier in der Burg.,这个城堡是很大的。,,,DIA_Cutter_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:46,Ihr habt ganz schön viel Platz hier in der Burg.,这个城堡是很大的。,,,DIA_Cutter_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:47,Ich habe dich hier noch nie gesehen. Wer bist du?,我想以前我没见过你。你是谁？,,,DIA_Cutter_Hello_08_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:48,Ich bin neu hier. Wollte mich mal ein bisschen umsehen.,我是一个新来者，记住我应该到处看看。,,,DIA_Cutter_Hello_15_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:61,Was kannst du mir über die Burg sagen?,你能给我讲讲有关城堡的事吗？,,,DIA_Cutter_Burg.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:74,Was kannst du mir über die Burg sagen?,你能给我讲讲有关城堡的事吗？,,,DIA_Cutter_Burg_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:75,Nach dem großen Aufstand haben sich Gomez und seine Jungs die Burg unter den Nagel gerissen.,葛梅兹和他的狗党在那次大起义后，就接管了它。,,,DIA_Cutter_Burg_08_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:76,"Ich hab' damals schnell gemerkt, dass es besser ist, sich ihm anzuschließen.",我马上知道和他联合起来要好得多。,,,DIA_Cutter_Burg_08_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:77,"Schon als wir damals noch alle im Kerker eingepfercht waren, und in den Minen schuften mussten hatte er unter den Gefangenen am meisten zu sagen.",即使当我们被关进地牢时，都必须得在矿里干活，其他的囚犯也总是对他言听计从。,,,DIA_Cutter_Burg_08_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:78,Es gibt Kerker unter der Burg?,那么在城堡下有地牢吗？,,,DIA_Cutter_Burg_15_04,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:79,"Ja, aber sie sind heute leer. Seit dem großen Aufstand will da niemand mehr rein.",对。但是现在那里没有什么。那次大的起义后，没有人去那儿。,,,DIA_Cutter_Burg_08_05,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:92,Wie ist das Leben als Gardist?,守卫的情况如何？,,,DIA_Cutter_PERM.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:105,Wie ist das Leben als Gardist?,守卫的情况如何？,,,DIA_Cutter_PERM_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:106,Ruhig. Wir sind das größte und stärkste Lager in der Kolonie - mit uns legt sich keiner an.,很安静。我们是整个殖民地里最大、最强壮的营地。没人会搅乱我们。,,,DIA_Cutter_PERM_08_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:107,Verstehe.,明白。,,,DIA_Cutter_PERM_15_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_208_Cutter.d:132,Du hast die richtige Entscheidung getroffen. Das Leben als Gardist wird dir gefallen!,你的选择是对的。你会喜欢成为一名守卫的！,,,GRD_208_Cutter_WELCOME_Info_08_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:33,Was machst du hier?,你在这儿做什么？,,,DIA_Scatty_WhatDoYouDo.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:43,Was machst du hier?,你在这儿做什么？,,,DIA_Scatty_WhatDoYouDo_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:44,"Ich kümmere mich um die Arena. Organisiere die Wetten, heuere neue Kämpfer an und so weiter ...",我负责这个竞技场。负责组织赌博，雇佣新斗士．．．你知道。,,,DIA_Scatty_WhatDoYouDo_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:60,Ich will mich dem Lager anschließen. Kannst du mir dabei helfen?,我想加入这个营地。你能帮我吗？,,,DIA_Scatty_JoinOC.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:73,Ich will mich dem Lager anschließen. Kannst du mir dabei helfen?,我想加入这个营地。你能帮我吗？,,,DIA_Scatty_JoinOC_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:74,"Wenn du es schaffst, mich zu beeindrucken - vielleicht.",如果你能设法给我留下好印像，也许我能帮你。,,,DIA_Scatty_JoinOC_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:75,Einige der besten Kämpfer aller drei Lager kommen hier her um sich zu messen.,从三个营地里精选的最好的斗士到这儿来互相竞争。,,,DIA_Scatty_JoinOC_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:76,"Fordere einen von ihnen heraus und kämpfe gegen ihn. Je nachdem, wie gut du dich schlägst, wird mein Urteil über dich ausfallen.",去挑战他们中的一个吧。我会看着你，如果你表现很好，我就会考虑这件事。,,,DIA_Scatty_JoinOC_01_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:97,Ich habe gegen Kirgo gekämpft!,我挑战科尔?！,,,DIA_Scatty_KirgoSuccess.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:114,Ich habe gegen Kirgo gekämpft!,我挑战科尔?！,,,DIA_Scatty_KirgoSuccess_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:117,Und du hast dich besiegen lassen!,是的，你失败了！,,,DIA_Scatty_KirgoSuccess_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:118,"Du erwartest hoffentlich nicht, dass ich durch dein Versagen beeindruckt bin ...",相信你不希望我对你留下这样的印像．．．,,,DIA_Scatty_KirgoSuccess_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:125,Und du hast ihn geschafft! Nicht schlecht für einen Anfänger wie dich! Ich bin beeindruckt!,你击败了他！以你这种生手来说，你的表现相当不错！我很感动！,,,DIA_Scatty_KirgoSuccess_01_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:142,Ich bin gegen Kharim angetreten!,我挑战凯林！,,,DIA_Scatty_KHARIMSuccess.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:159,Ich bin gegen Kharim angetreten!,我挑战凯林！,,,DIA_Scatty_KHARIMSuccess_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:162,Er hat dir ganz schön in den Arsch getreten.,孩子，他击败了你！,,,DIA_Scatty_KHARIMSuccess_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:165,Trotzdem hast du dir den richtigen Gegner gewählt! Ich kann diese Bastarde aus dem Neuen Lager nicht ausstehen.,你仍然有选择对手的权力！我不能再忍受那些来自新营地的坏蛋了。,,,DIA_Scatty_KHARIMSuccess_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:166,Scheint dir ja genauso zu gehen - so jemanden können wir hier brauchen!,看起来你好像很棒－－你正是我们需要的人！,,,DIA_Scatty_KHARIMSuccess_01_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:175,"Und du hast ihn umgehauen! Ich muss schon sagen, nicht schlecht. Er war immer einer der besten Kämpfer hier.",你击败了他！我必须承认你做得不错。他一直被看作是最难对付的一个斗士。,,,DIA_Scatty_KHARIMSuccess_01_04,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:176,Du hast mich schwer beeindruckt!,我留下了很深的印像！,,,DIA_Scatty_KHARIMSuccess_01_05,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:193,Wieso lasst ihr die Leute aus den anderen Lagern hier kämpfen?,你为什么让其他营地的人在这里搏斗？,,,DIA_Scatty_OtherCamps.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:206,"Ich dachte, das Alte und das Neue Lager verstehen sich nicht besonders gut - wieso lasst ihr ihre Leute hier kämpfen?",我认为旧营地和新营地的人不会相处融洽的，那么你为什么让他们在这儿打斗呢？,,,DIA_Scatty_OtherCamps_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:207,"Ganz einfach: Wenn es hier einmal die Woche einen Kampf gibt, sehen es die Buddler am liebsten, wenn einer der Banditen aus dem Neuen Lager was aufs Maul bekommt.",很简单：这儿每周举行一次。采矿工们总是很喜欢看新营地的无赖被打倒。,,,DIA_Scatty_OtherCamps_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:208,"Wenn einer von denen kämpft, wird mehr gewettet - das ist gut!",如果有人参战，那么就会有许多人赌博－－那对生意是很有利的！,,,DIA_Scatty_OtherCamps_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:209,Ich persönlich kann die Schweine aus dem Neuen Lager ja nicht ausstehen - aber Geschäft ist nun mal Geschäft ...,就个人来说，我不支持那些来自新营地的家伙，但是生意是生意．．．,,,DIA_Scatty_OtherCamps_01_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:222,Ich will wetten!,我想赌一次。,,,DIA_Scatty_WannaBet.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:235,Ich will wetten.,我想赌一次。,,,DIA_Scatty_WannaBet_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:236,Aber im Moment findet kein Kampf statt.,但现在没有搏斗。,,,DIA_Scatty_WannaBet_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:237,Der nächste Kampf ist in ein paar Tagen - er wird vorher angekündigt.,下一次搏斗应该就在这几天了。这儿会有通知的。,,,DIA_Scatty_WannaBet_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:250,Ich will in der Arena kämpfen!,我想在竞技场搏斗！,,,DIA_Scatty_WannaFight.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:263,Ich will in der Arena kämpfen!,我想在竞技场搏斗！,,,DIA_Scatty_WannaFight_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:264,"Bevor du nicht einem der Lager angehörst, werde ich dich nicht kämpfen lassen!",在你成为营地的人以前，我不能让你参加搏斗！,,,DIA_Scatty_WannaFight_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:265,Einen unabhängigen Kämpfer will hier keiner sehen!,没人想看一名中立者的搏斗！,,,DIA_Scatty_WannaFight_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:278,Trainierst du auch Kämpfer?,你训练斗士吗？,,,DIA_Scatty_TRAIN.description,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:298,Trainierst du auch Kämpfer?,你训练斗士吗？,,,DIA_Scatty_TRAIN_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:299,"Schon, aber nicht zum Spaß. Wenn ich dich trainieren soll, musst du dafür zahlen.",是的。如果你想让我训练你，你必须为此付钱。,,,DIA_Scatty_TRAIN_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:321,Ich will besser mit Einhandwaffen umgehen können.,我想改善自己对单手武器的使用技能。,,,DIA_Scatty_TRAIN_1h_15_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:327,"Gute Entscheidung! Um deine Technik zu verbessern, musst du erst einmal lernen, deine Waffe richtig zu halten.",那是一个好主意！在你能改善自己的技能前，你必须学会怎样很好的握住武器。,,,DIA_Scatty_TRAIN_1h_01_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:328,"Anfänger neigen dazu, Einhandwaffen mit beiden Händen zu halten. Mit so was fängst du am besten gar nicht erst an, das behindert dich nur.",初学者总是用两只手去握单手武器。现在，不要养成那种习惯，它对你是不好的！,,,DIA_Scatty_TRAIN_1h_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:329,"Halt die Waffe mit einer Hand, Klinge nach oben, und dann immer schön schwingen lassen.",用一只手握住武器，刀刃向上，旋转砍削。,,,DIA_Scatty_TRAIN_1h_01_03,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:330,"Du musst lernen, den Schwung deiner Waffe mit deinen Bewegungen in Einklang zu bringen, dann kannst du schneller zuschlagen.",你必须学会把武器的招式与你自己的行动相协调。那会提高你袭击的速度。,,,DIA_Scatty_TRAIN_1h_01_04,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:331,"Wenn du dich an meine Anweisungen hältst, wirst du in Zukunft eleganter und vor allem schneller kämpfen.",如果你紧记我所教的技术，你的战术在未来就会是一流的。,,,DIA_Scatty_TRAIN_1h_01_05,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:332,"Ach und noch was: Manche Treffer richten mehr Schaden an als andere! Als Anfänger hast du nur eine geringe Chance, solche kritischen Treffer zu landen.",噢，还有一点：一些招式会比其他的更具威力！作为一个初学者，你应该多加揣摩。,,,DIA_Scatty_TRAIN_1h_01_06,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:333,"Aber je weiter du fortschreitest, desto besser wird diese Fähigkeit.",你进步得越大，得到的经验也就越多。,,,DIA_Scatty_TRAIN_1h_01_07,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:339,Du hast nicht genug Erz!,你没有足够的矿石！,,,DIA_Scatty_TRAIN_1h_NoOre_01_00,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:345,"Bring mir bei, noch besser mit Einhandwaffen umzugehen.",请教给我怎样更巧妙地使用单手武器。,,,DIA_Scatty_TRAIN_2h_15_01,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:351,"Na gut, die Grundkenntnisse hast du ja schon. Wenn du die Waffe gesenkt hältst, dann kannst du direkt mehr Wucht in deinen ersten Schlag legen.",好，你已知道了基础技术。把武器稍往下握住，会使你在第一次进攻时获得更大的力量。,,,DIA_Scatty_TRAIN_2h_Info_01_02,,
Scripts/content/Story/MISSIONS/DIA_GRD_210_Scatty.d:352,"Nutze den Schwung, weißt du noch? Gut, der nächste Schritt ist, du musst deinen Körper mehr einsetzen. Wenn du zweimal geschlagen hast, drehe dich um die eigene Achse, damit überraschst du den Gegner und bist in einer optimalen Position.",旋转使用，明白吗？好，现在你需要更多地把剑与身体相协调。当你进攻两次后，旋转身体。那样，会混淆敌人，使你立于有利的位置。,,,DIA_Scatty_TRAIN_2h_Info_01_03,,
